>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YDR237W	4932.YPR043W
4932.YLR069C	4932.YOR308C
4932.YEL030W	4932.YPL061W
4932.YLR396C	4932.YMR183C
4932.YLR182W	4932.YNL090W
4932.YBR146W	4932.YLR388W
4932.YKL006W	4932.YNL067W
4932.YFL022C	4932.YLR259C
4932.YBR146W	4932.YPL013C
4932.YOR007C	4932.YOR249C
4932.YGR052W	4932.YJL034W
4932.YGR072W	4932.YLR466W
4932.YCR079W	4932.YOL016C
4932.YHR064C	4932.YLR167W
4932.YDL030W	4932.YPL213W
4932.YER130C	4932.YPL203W
4932.YDR178W	4932.YKL148C
4932.YEL002C	4932.YMR149W
4932.YJR125C	4932.YOR211C
4932.YBR118W	4932.YKL056C
4932.YGR118W	4932.YKR057W
4932.YLR344W	4932.YPL090C
4932.YER056C-A	4932.YNL301C
4932.YDL140C	4932.YHR207C
4932.YLR281C	4932.YNL185C
4932.YKL003C	4932.YLR048W
4932.YDL083C	4932.YMR242C
4932.YBR089C-A	4932.YGL207W
4932.YLR399C	4932.YNL031C
4932.YHR141C	4932.YIL133C
4932.YBR182C	4932.YLR013W
4932.YKL209C	4932.YLR249W
4932.YML049C	4932.YMR240C
4932.YGR033C	4932.YLR259C
4932.YBR114W	4932.YJL005W
4932.YER169W	4932.YPL021W
4932.YJL187C	4932.YLR350W
4932.YML074C	4932.YOR140W
4932.YBL037W	4932.YIL095W
4932.YCL024W	4932.YGL242C
4932.YJR017C	4932.YLR449W
4932.YDL064W	4932.YIR002C
4932.YLR212C	4932.YNL313C
4932.YBR084C-A	4932.YMR188C
4932.YOR116C	4932.YOR396W
4932.YHR099W	4932.YMR033W
4932.YGL035C	4932.YGR092W
4932.YHL015W	4932.YKL006W
4932.YER044C	4932.YHR007C
4932.YMR104C	4932.YPR015C
4932.YDL114W	4932.YDL174C
4932.YHR079C	4932.YNR012W
4932.YDL082W	4932.YKL180W
4932.YDL079C	4932.YGL242C
4932.YDR174W	4932.YKL171W
4932.YBR175W	4932.YDL070W
4932.YGR052W	4932.YMR104C
4932.YGR232W	4932.YJL130C
4932.YLR210W	4932.YPR200C
4932.YBR212W	4932.YPR094W
4932.YBR282W	4932.YNL284C
4932.YMR199W	4932.YPL082C
4932.YHR010W	4932.YML026C
4932.YCR003W	4932.YLR344W
4932.YBR073W	4932.YKR008W
4932.YOL127W	4932.YOR182C
4932.YHR200W	4932.YLR362W
4932.YBR181C	4932.YDR429C
4932.YLR197W	4932.YML117W
4932.YDR385W	4932.YOR341W
4932.YBR164C	4932.YOR094W
4932.YAL017W	4932.YPL213W
4932.YGR129W	4932.YJR032W
4932.YER111C	4932.YKR099W
4932.YJL013C	4932.YOL145C
4932.YLR388W	4932.YPL013C
4932.YIL133C	4932.YMR260C
4932.YER074W	4932.YPL198W
4932.YDL192W	4932.YHR129C
4932.YDL075W	4932.YGR034W
4932.YDL091C	4932.YGR048W
4932.YDR041W	4932.YJL190C
4932.YML117W	4932.YPL026C
4932.YML091C	4932.YOR233W
4932.YLR467W	4932.YMR276W
4932.YJR123W	4932.YLR029C
4932.YBL112C	4932.YOL004W
4932.YKL193C	4932.YLL001W
4932.YLR240W	4932.YOR089C
4932.YLR448W	4932.YMR125W
4932.YDL229W	4932.YLR008C
4932.YDR235W	4932.YML081W
4932.YGL068W	4932.YPR166C
4932.YNL067W	4932.YOL023W
4932.YDR237W	4932.YNL002C
4932.YBL027W	4932.YMR143W
4932.YDR116C	4932.YOL111C
4932.YLR305C	4932.YOL162W
4932.YLL026W	4932.YPL048W
4932.YGR043C	4932.YPR074C
4932.YLR419W	4932.YNR037C
4932.YLR325C	4932.YPL079W
4932.YKR094C	4932.YMR223W
4932.YAL040C	4932.YDR335W
4932.YDL192W	4932.YPL141C
4932.YEL050C	4932.YJR113C
4932.YGL078C	4932.YNL248C
4932.YMR033W	4932.YPR015C
4932.YKL198C	4932.YPR104C
4932.YMR068W	4932.YOL128C
4932.YDR075W	4932.YMR213W
4932.YDR373W	4932.YHR205W
4932.YBR179C	4932.YDL042C
4932.YER040W	4932.YOR384W
4932.YKL173W	4932.YPR101W
4932.YNL204C	4932.YPL010W
4932.YLR340W	4932.YPR166C
4932.YBL099W	4932.YML081C-A
4932.YDL047W	4932.YOR231W
4932.YJL189W	4932.YOL121C
4932.YEL054C	4932.YNL005C
4932.YGR044C	4932.YJL168C
4932.YGL151W	4932.YMR112C
4932.YHR077C	4932.YHR099W
4932.YDL070W	4932.YOR261C
4932.YBR023C	4932.YPL150W
4932.YDL014W	4932.YJL225C
4932.YDR523C	4932.YJR059W
4932.YMR240C	4932.YNL138W-A
4932.YDR097C	4932.YEL037C
4932.YKL166C	4932.YPL150W
4932.YIL133C	4932.YMR158W
4932.YOR116C	4932.YPL230W
4932.YCL024W	4932.YDR457W
4932.YAR019C	4932.YPR054W
4932.YDR425W	4932.YOR089C
4932.YGR056W	4932.YGR274C
4932.YEL037C	4932.YIL143C
4932.YGL254W	4932.YJL005W
4932.YGL210W	4932.YOR070C
4932.YGR012W	4932.YPR161C
4932.YHR128W	4932.YJR065C
4932.YGL242C	4932.YKL049C
4932.YBR114W	4932.YMR296C
4932.YKL113C	4932.YOR267C
4932.YBR103W	4932.YOL145C
4932.YDR054C	4932.YPL230W
4932.YOL105C	4932.YPR018W
4932.YML024W	4932.YML073C
4932.YHR147C	4932.YJL138C
4932.YDR429C	4932.YJR113C
4932.YGR005C	4932.YGR271W
4932.YGL194C	4932.YNL317W
4932.YBL027W	4932.YHR141C
4932.YDR139C	4932.YDR146C
4932.YLR388W	4932.YPL178W
4932.YHR146W	4932.YKL198C
4932.YDR216W	4932.YPL150W
4932.YNL307C	4932.YPL283C
4932.YBR284W	4932.YDL238C
4932.YLL008W	4932.YMR290C
4932.YDR041W	4932.YHR010W
4932.YDR240C	4932.YGR013W
4932.YCR051W	4932.YER012W
4932.YER041W	4932.YHR120W
4932.YDR172W	4932.YKL180W
4932.YGR100W	4932.YKR014C
4932.YDR264C	4932.YHL027W
4932.YDR194C	4932.YGL076C
4932.YOR159C	4932.YPR182W
4932.YBR031W	4932.YJL073W
4932.YHR079C	4932.YMR008C
4932.YHL004W	4932.YPR041W
4932.YFL029C	4932.YLR113W
4932.YGR274C	4932.YJL006C
4932.YGR052W	4932.YLR120C
4932.YHL002W	4932.YNR006W
4932.YHR042W	4932.YML087C
4932.YDR194C	4932.YNL209W
4932.YDR500C	4932.YNR036C
4932.YDR416W	4932.YIL143C
4932.YLR344W	4932.YOR182C
4932.YGR180C	4932.YPL125W
4932.YAR002W	4932.YFR002W
4932.YBR010W	4932.YDR264C
4932.YDR264C	4932.YPL213W
4932.YDR163W	4932.YJL005W
4932.YCR027C	4932.YKL193C
4932.YDR026C	4932.YDR358W
4932.YDL185W	4932.YKL016C
4932.YFR036W	4932.YMR001C
4932.YKL180W	4932.YOL114C
4932.YDR385W	4932.YOL114C
4932.YER177W	4932.YNR032W
4932.YDR385W	4932.YGL135W
4932.YDR545W	4932.YML117W
4932.YDL078C	4932.YPR001W
4932.YJL128C	4932.YML081W
4932.YCL024W	4932.YMR072W
4932.YLR258W	4932.YML016C
4932.YDR451C	4932.YNR012W
4932.YGL112C	4932.YMR005W
4932.YGL106W	4932.YGR133W
4932.YGR094W	4932.YNL229C
4932.YDL019C	4932.YPL232W
4932.YDR454C	4932.YPR188C
4932.YKL012W	4932.YMR061W
4932.YBL084C	4932.YGL086W
4932.YER025W	4932.YLR333C
4932.YCR084C	4932.YOR159C
4932.YBL075C	4932.YML078W
4932.YBL088C	4932.YHR079C
4932.YBR229C	4932.YMR182C
4932.YNL330C	4932.YPL026C
4932.YBL063W	4932.YJR065C
4932.YMR033W	4932.YOR303W
4932.YGR070W	4932.YOR233W
4932.YOR373W	4932.YPR120C
4932.YHR076W	4932.YPR054W
4932.YJL081C	4932.YKL032C
4932.YLR086W	4932.YPL209C
4932.YHR027C	4932.YOR259C
4932.YAR073W	4932.YBL105C
4932.YDR075W	4932.YOR113W
4932.YGR214W	4932.YPL081W
4932.YNL090W	4932.YPR022C
4932.YLR071C	4932.YPL042C
4932.YBR170C	4932.YLR397C
4932.YLR328W	4932.YOR025W
4932.YHL033C	4932.YKL156W
4932.YGR249W	4932.YKL161C
4932.YNL284C	4932.YOR207C
4932.YKR055W	4932.YLR310C
4932.YKL203C	4932.YMR284W
4932.YDR217C	4932.YMR284W
4932.YGL058W	4932.YJL191W
4932.YBR081C	4932.YOR290C
4932.YER019C-A	4932.YPL143W
4932.YBR110W	4932.YHR082C
4932.YNL204C	4932.YPL155C
4932.YCR051W	4932.YKR055W
4932.YBR109C	4932.YDL029W
4932.YJL132W	4932.YKL198C
4932.YGR077C	4932.YOL147C
4932.YER013W	4932.YOR151C
4932.YFR031C-A	4932.YPL081W
4932.YFR015C	4932.YJR059W
4932.YIL177C	4932.YOR341W
4932.YBR048W	4932.YOL127W
4932.YDR146C	4932.YPL089C
4932.YKR059W	4932.YKR086W
4932.YLR240W	4932.YMR004W
4932.YGR108W	4932.YPR120C
4932.YKL073W	4932.YOR341W
4932.YCL043C	4932.YNL209W
4932.YBL074C	4932.YDR283C
4932.YER102W	4932.YLR340W
4932.YDL192W	4932.YGR238C
4932.YNR003C	4932.YOR341W
4932.YGL048C	4932.YGR109C
4932.YMR201C	4932.YOR346W
4932.YIL133C	4932.YLR378C
4932.YGR185C	4932.YHR010W
4932.YDR264C	4932.YNL304W
4932.YDL042C	4932.YKL126W
4932.YBR059C	4932.YDL229W
4932.YBL021C	4932.YGL201C
4932.YHR082C	4932.YPR188C
4932.YMR060C	4932.YNL121C
4932.YJR059W	4932.YMR104C
4932.YLR367W	4932.YOR261C
4932.YDR335W	4932.YOR098C
4932.YDL108W	4932.YPR120C
4932.YLL055W	4932.YML064C
4932.YLR305C	4932.YMR037C
4932.YOR361C	4932.YPR041W
4932.YDR382W	4932.YNR036C
4932.YBR082C	4932.YER066W
4932.YDL003W	4932.YFR031C
4932.YBR276C	4932.YKL126W
4932.YBR087W	4932.YMR068W
4932.YJL136C	4932.YNL137C
4932.YJL136C	4932.YLR287C-A
4932.YEL003W	4932.YNL153C
4932.YGR241C	4932.YJR125C
4932.YBR189W	4932.YOR056C
4932.YBR114W	4932.YBR279W
4932.YDR025W	4932.YNL005C
4932.YJL093C	4932.YPR188C
4932.YKR008W	4932.YMR005W
4932.YBR268W	4932.YLR439W
4932.YLR234W	4932.YPL024W
4932.YBL037W	4932.YFL011W
4932.YAR015W	4932.YIL142W
4932.YBR169C	4932.YFL066C
4932.YKR065C	4932.YLR008C
4932.YDR153C	4932.YMR139W
4932.YER165W	4932.YGR027C
4932.YHR010W	4932.YLR388W
4932.YAL005C	4932.YNL088W
4932.YHR205W	4932.YOR090C
4932.YJR065C	4932.YOL128C
4932.YDR075W	4932.YFR014C
4932.YJR058C	4932.YPR165W
4932.YMR116C	4932.YOR293W
4932.YEL054C	4932.YKL009W
4932.YJL036W	4932.YOL018C
4932.YBR097W	4932.YNL325C
4932.YER088C	4932.YIL084C
4932.YGL049C	4932.YOR234C
4932.YBL105C	4932.YBR180W
4932.YDR216W	4932.YHR079C
4932.YBR082C	4932.YBR182C
4932.YJR040W	4932.YNL090W
4932.YDR155C	4932.YGL100W
4932.YDL075W	4932.YLR009W
4932.YGL141W	4932.YKL193C
4932.YIL001W	4932.YNL238W
4932.YCL024W	4932.YOR016C
4932.YBR028C	4932.YBR164C
4932.YLR433C	4932.YPL240C
4932.YDR092W	4932.YOL095C
4932.YHR079C	4932.YMR033W
4932.YGL254W	4932.YOR007C
4932.YGL103W	4932.YGL147C
4932.YBL072C	4932.YNL306W
4932.YJL005W	4932.YLR043C
4932.YDR054C	4932.YOL012C
4932.YDL082W	4932.YDR139C
4932.YBR118W	4932.YHL015W
4932.YBL038W	4932.YIL018W
4932.YLR333C	4932.YNL301C
4932.YFR032C-A	4932.YPL143W
4932.YGL106W	4932.YIL113W
4932.YLR035C	4932.YPL008W
4932.YLR287C-A	4932.YML073C
4932.YBR136W	4932.YDR043C
4932.YGR209C	4932.YJL005W
4932.YJR045C	4932.YLR028C
4932.YHR082C	4932.YPR015C
4932.YOR056C	4932.YOR119C
4932.YER169W	4932.YMR072W
4932.YML081W	4932.YMR213W
4932.YBR175W	4932.YML081W
4932.YLL024C	4932.YPL106C
4932.YGL141W	4932.YPL240C
4932.YOL128C	4932.YOR373W
4932.YDL029W	4932.YJR065C
4932.YKL092C	4932.YKL161C
4932.YGL068W	4932.YGL076C
4932.YGL049C	4932.YPR041W
4932.YHR169W	4932.YOR310C
4932.YBR136W	4932.YJL005W
4932.YHR193C	4932.YNL088W
4932.YGL076C	4932.YOL040C
4932.YDR334W	4932.YFL029C
4932.YHR218W-A	4932.YOL139C
4932.YOL111C	4932.YPR066W
4932.YBL004W	4932.YOL010W
4932.YJR096W	4932.YOR374W
4932.YDR432W	4932.YIL149C
4932.YGL111W	4932.YPL093W
4932.YDL145C	4932.YJR005W
4932.YLR345W	4932.YPL203W
4932.YBR049C	4932.YNR032W
4932.YLR013W	4932.YOL128C
4932.YBR034C	4932.YBR081C
4932.YDL137W	4932.YJR040W
4932.YEL055C	4932.YMR290C
4932.YHR021C	4932.YPR166C
4932.YDL008W	4932.YDR328C
4932.YER120W	4932.YKL182W
4932.YIL128W	4932.YNL240C
4932.YBL085W	4932.YMR124W
4932.YDR113C	4932.YHR166C
4932.YHL033C	4932.YPL178W
4932.YDR473C	4932.YER172C
4932.YEL050C	4932.YNL137C
4932.YHR128W	4932.YMR304W
4932.YDL087C	4932.YMR125W
4932.YLR069C	4932.YPL064C
4932.YFR021W	4932.YLR360W
4932.YDR135C	4932.YIL048W
4932.YDL134C	4932.YLR238W
4932.YGL035C	4932.YKR055W
4932.YBL088C	4932.YGR133W
4932.YBR181C	4932.YER126C
4932.YBR283C	4932.YDL083C
4932.YDR490C	4932.YJR066W
4932.YGR218W	4932.YPL012W
4932.YDR518W	4932.YHR008C
4932.YFL021W	4932.YMR182C
4932.YDR482C	4932.YJL102W
4932.YHL027W	4932.YKR103W
4932.YBR274W	4932.YDR217C
4932.YKL148C	4932.YLL041C
4932.YLR259C	4932.YPL017C
4932.YGL207W	4932.YJL072C
4932.YER031C	4932.YMR037C
4932.YDL079C	4932.YGL259W
4932.YDL126C	4932.YDL134C
4932.YDL134C	4932.YIL144W
4932.YNL307C	4932.YPR068C
4932.YGL078C	4932.YML025C
4932.YER172C	4932.YOL041C
4932.YGL147C	4932.YGR027C
4932.YHL007C	4932.YPL150W
4932.YLR229C	4932.YOR181W
4932.YBR136W	4932.YGL209W
4932.YBR017C	4932.YPL184C
4932.YBL084C	4932.YDR118W
4932.YGR092W	4932.YPR186C
4932.YER131W	4932.YJL189W
4932.YFL066C	4932.YKL198C
4932.YHR021C	4932.YOL127W
4932.YKR001C	4932.YPR052C
4932.YDR172W	4932.YER165W
4932.YLR009W	4932.YMR286W
4932.YDL175C	4932.YPL119C
4932.YDR189W	4932.YHR098C
4932.YNL027W	4932.YPL204W
4932.YIL001W	4932.YMR072W
4932.YLR210W	4932.YNL068C
4932.YDR194C	4932.YDR293C
4932.YFL039C	4932.YMR291W
4932.YGL043W	4932.YOR261C
4932.YER041W	4932.YLR305C
4932.YAL021C	4932.YAL040C
4932.YLR410W	4932.YML069W
4932.YJL005W	4932.YOR180C
4932.YER164W	4932.YMR033W
4932.YIL093C	4932.YMR158W
4932.YDR264C	4932.YKL126W
4932.YDL202W	4932.YDR041W
4932.YDR507C	4932.YJL141C
4932.YMR240C	4932.YOR310C
4932.YCR079W	4932.YDL134C
4932.YDR325W	4932.YFL008W
4932.YDL188C	4932.YPR015C
4932.YDL042C	4932.YMR284W
4932.YNL062C	4932.YOL124C
4932.YOR396W	4932.YPL026C
4932.YDR462W	4932.YPL220W
4932.YML117W	4932.YOR319W
4932.YJL112W	4932.YNL021W
4932.YBL056W	4932.YGR233C
4932.YJL177W	4932.YOR063W
4932.YHR023W	4932.YNL298W
4932.YFR002W	4932.YMR153W
4932.YFL002C	4932.YKR081C
4932.YDR436W	4932.YPL064C
4932.YGL194C	4932.YKL032C
4932.YAL058W	4932.YDR183W
4932.YDL056W	4932.YFR052W
4932.YDL047W	4932.YNL053W
4932.YHR147C	4932.YJR145C
4932.YDR385W	4932.YMR143W
4932.YDL213C	4932.YHR079C
4932.YDL042C	4932.YNL014W
4932.YDL090C	4932.YJL031C
4932.YDL081C	4932.YML025C
4932.YDL240W	4932.YPL038W
4932.YKL166C	4932.YML064C
4932.YML059C	4932.YPR186C
4932.YER050C	4932.YLR178C
4932.YNL128W	4932.YOL068C
4932.YER136W	4932.YIL118W
4932.YGL031C	4932.YNR036C
4932.YHL035C	4932.YKR008W
4932.YML016C	4932.YPR107C
4932.YJR077C	4932.YOL060C
4932.YDR418W	4932.YML009C
4932.YDR097C	4932.YKL112W
4932.YDL229W	4932.YJL225C
4932.YGR052W	4932.YLR260W
4932.YDR466W	4932.YKL198C
4932.YJL190C	4932.YPL178W
4932.YJR045C	4932.YOR232W
4932.YBR191W	4932.YDL081C
4932.YBR049C	4932.YKL062W
4932.YBL075C	4932.YLL043W
4932.YAL040C	4932.YML131W
4932.YER125W	4932.YGL242C
4932.YGL103W	4932.YMR193W
4932.YBR039W	4932.YOR270C
4932.YJR032W	4932.YPR068C
4932.YBR081C	4932.YDR334W
4932.YDR311W	4932.YDR404C
4932.YDL213C	4932.YFL029C
4932.YHL002W	4932.YOR233W
4932.YKR065C	4932.YLR163C
4932.YML064C	4932.YMR192W
4932.YML081W	4932.YNL304W
4932.YLL034C	4932.YLR167W
4932.YLR399C	4932.YOR141C
4932.YOR213C	4932.YPL239W
4932.YKL006W	4932.YPR080W
4932.YBR271W	4932.YNL115C
4932.YNR036C	4932.YOR369C
4932.YER174C	4932.YML130C
4932.YOR113W	4932.YPR111W
4932.YHR119W	4932.YHR128W
4932.YDR145W	4932.YPL122C
4932.YDL081C	4932.YOL040C
4932.YML025C	4932.YNL328C
4932.YMR260C	4932.YOR361C
4932.YIR019C	4932.YKL185W
4932.YER045C	4932.YNL180C
4932.YEL030W	4932.YNL304W
4932.YJL191W	4932.YPL237W
4932.YER045C	4932.YOL128C
4932.YGL147C	4932.YOL127W
4932.YDR418W	4932.YGL147C
4932.YLR131C	4932.YPR165W
4932.YBR088C	4932.YML095C
4932.YIL118W	4932.YOR327C
4932.YJL177W	4932.YOR182C
4932.YDL029W	4932.YDL143W
4932.YDR381W	4932.YGL112C
4932.YHR082C	4932.YOR267C
4932.YEL032W	4932.YNL030W
4932.YLR388W	4932.YOL023W
4932.YJL102W	4932.YPL141C
4932.YGR118W	4932.YHL001W
4932.YNL290W	4932.YOR144C
4932.YAR042W	4932.YDL132W
4932.YHL002W	4932.YKR094C
4932.YDR523C	4932.YOR231W
4932.YBL014C	4932.YMR270C
4932.YER165W	4932.YOL127W
4932.YLL008W	4932.YOR233W
4932.YBR008C	4932.YJR066W
4932.YKL203C	4932.YOR061W
4932.YBR028C	4932.YGR138C
4932.YNL161W	4932.YNL293W
4932.YLR240W	4932.YMR186W
4932.YLR348C	4932.YPR166C
4932.YBR146W	4932.YGR084C
4932.YER148W	4932.YGL163C
4932.YKL060C	4932.YOL147C
4932.YDR404C	4932.YPR086W
4932.YER130C	4932.YJL168C
4932.YBR214W	4932.YLR096W
4932.YGL018C	4932.YPL063W
4932.YER179W	4932.YGR233C
4932.YCL043C	4932.YPL240C
4932.YEL030W	4932.YER013W
4932.YAL021C	4932.YDL155W
4932.YLR260W	4932.YNL307C
4932.YMR142C	4932.YPL090C
4932.YOR304W	4932.YPL213W
4932.YDL214C	4932.YGR133W
4932.YNL178W	4932.YOL039W
4932.YLR075W	4932.YNL177C
4932.YMR037C	4932.YNL077W
4932.YBR123C	4932.YNL151C
4932.YER169W	4932.YLR167W
4932.YBR088C	4932.YOL088C
4932.YER111C	4932.YPL042C
4932.YDL149W	4932.YPR185W
4932.YER040W	4932.YPL075W
4932.YOL111C	4932.YOR007C
4932.YHR112C	4932.YOR285W
4932.YDR224C	4932.YNL330C
4932.YEL054C	4932.YNL178W
4932.YDR129C	4932.YHL035C
4932.YGR082W	4932.YNL055C
4932.YLR209C	4932.YPR026W
4932.YKR095W	4932.YNL210W
4932.YJL006C	4932.YJL164C
4932.YNL284C	4932.YOL120C
4932.YNL002C	4932.YOR150W
4932.YJR048W	4932.YNL111C
4932.YAL021C	4932.YPR052C
4932.YBR082C	4932.YER173W
4932.YFR016C	4932.YMR227C
4932.YDL154W	4932.YLR035C
4932.YBR031W	4932.YNL081C
4932.YAL029C	4932.YER028C
4932.YKL073W	4932.YNL328C
4932.YDR523C	4932.YGL242C
4932.YHR084W	4932.YIL126W
4932.YGR091W	4932.YGR278W
4932.YMR037C	4932.YOR269W
4932.YLR216C	4932.YPL213W
4932.YBR182C	4932.YMR104C
4932.YKL182W	4932.YLR357W
4932.YDR247W	4932.YKL190W
4932.YHR135C	4932.YOR233W
4932.YJR123W	4932.YLR185W
4932.YMR284W	4932.YNL183C
4932.YAL032C	4932.YKR099W
4932.YGR258C	4932.YOR224C
4932.YGL030W	4932.YML073C
4932.YDL130W	4932.YFR032C-A
4932.YNL221C	4932.YOR369C
4932.YJR123W	4932.YMR125W
4932.YER125W	4932.YFR028C
4932.YMR125W	4932.YPL079W
4932.YKR055W	4932.YOR181W
4932.YFL038C	4932.YOR115C
4932.YDL081C	4932.YOR096W
4932.YEL061C	4932.YPR120C
4932.YIL001W	4932.YLR210W
4932.YDL030W	4932.YPL064C
4932.YLL008W	4932.YOR207C
4932.YDL097C	4932.YNL182C
4932.YBR049C	4932.YPR119W
4932.YDR500C	4932.YMR143W
4932.YNL027W	4932.YNR023W
4932.YLR340W	4932.YNR036C
4932.YBL100W-A	4932.YNL284C-A
4932.YIR013C	4932.YPL150W
4932.YML007W	4932.YMR112C
4932.YER111C	4932.YHR042W
4932.YHR005C	4932.YOR373W
4932.YHR079C	4932.YJL056C
4932.YDR075W	4932.YMR291W
4932.YDR518W	4932.YLR369W
4932.YKL196C	4932.YLR167W
4932.YDR164C	4932.YIL068C
4932.YBR164C	4932.YDR264C
4932.YDL229W	4932.YOL128C
4932.YHR205W	4932.YMR043W
4932.YER087C-B	4932.YOR254C
4932.YOL040C	4932.YOR373W
4932.YIL131C	4932.YPL184C
4932.YLR115W	4932.YNL317W
4932.YEL047C	4932.YKL171W
4932.YJL102W	4932.YKR086W
4932.YDL006W	4932.YNL307C
4932.YGR167W	4932.YLR305C
4932.YBR169C	4932.YNL098C
4932.YBR066C	4932.YIL148W
4932.YDR176W	4932.YOR213C
4932.YLL008W	4932.YMR287C
4932.YGR129W	4932.YIL061C
4932.YLR229C	4932.YNL271C
4932.YDR322W	4932.YNL177C
4932.YDR365C	4932.YLR340W
4932.YKL198C	4932.YKR034W
4932.YBR212W	4932.YGR074W
4932.YMR080C	4932.YPL081W
4932.YLR007W	4932.YLR086W
4932.YBR009C	4932.YGL163C
4932.YDR432W	4932.YER013W
4932.YNL290W	4932.YOR151C
4932.YHL027W	4932.YML064C
4932.YBR219C	4932.YPL089C
4932.YBR048W	4932.YOR167C
4932.YER131W	4932.YHR021C
4932.YBR031W	4932.YGL103W
4932.YDL029W	4932.YNL138W
4932.YER130C	4932.YOR101W
4932.YJL115W	4932.YLR399C
4932.YBL111C	4932.YDL209C
4932.YHR027C	4932.YMR068W
4932.YDR477W	4932.YJR059W
4932.YMR139W	4932.YPR188C
4932.YBR010W	4932.YFR031C
4932.YKL170W	4932.YLR406C
4932.YMR182C	4932.YPR068C
4932.YEL050C	4932.YJL190C
4932.YBR136W	4932.YML121W
4932.YDR457W	4932.YKR098C
4932.YCR071C	4932.YMR193W
4932.YBL105C	4932.YGR232W
4932.YDL083C	4932.YEL026W
4932.YDR225W	4932.YGL150C
4932.YJL190C	4932.YJR113C
4932.YGL058W	4932.YOL086W-A
4932.YJR127C	4932.YOR304W
4932.YDR307W	4932.YJR013W
4932.YGR090W	4932.YOL021C
4932.YBL069W	4932.YKL107W
4932.YER093C	4932.YMR139W
4932.YBR145W	4932.YJR096W
4932.YER133W	4932.YLR216C
4932.YDL159W	4932.YDR523C
4932.YER165W	4932.YPL220W
4932.YHR079C	4932.YLL001W
4932.YBR088C	4932.YDR043C
4932.YDR129C	4932.YLR240W
4932.YLR367W	4932.YMR309C
4932.YBR049C	4932.YBR234C
4932.YKR092C	4932.YPR187W
4932.YDR098C	4932.YPL184C
4932.YDR155C	4932.YDR311W
4932.YCR057C	4932.YKR076W
4932.YGL123W	4932.YLR448W
4932.YLR422W	4932.YOR211C
4932.YBR216C	4932.YDR388W
4932.YGR044C	4932.YJL105W
4932.YDR124W	4932.YGR165W
4932.YIR013C	4932.YLL051C
4932.YIL021W	4932.YIL142W
4932.YEL030W	4932.YKL193C
4932.YJL024C	4932.YKL135C
4932.YBR191W	4932.YHR077C
4932.YOR233W	4932.YPR015C
4932.YGR179C	4932.YOL054W
4932.YER056C-A	4932.YJR145C
4932.YDL082W	4932.YPL198W
4932.YKL135C	4932.YNL287W
4932.YJL128C	4932.YOR113W
4932.YDL209C	4932.YHR082C
4932.YKL062W	4932.YOL145C
4932.YIL048W	4932.YKR103W
4932.YBL075C	4932.YGL219C
4932.YHR082C	4932.YOL113W
4932.YGR233C	4932.YPL230W
4932.YDR267C	4932.YOR061W
4932.YDL137W	4932.YLR078C
4932.YHR200W	4932.YJL001W
4932.YFL038C	4932.YKR055W
4932.YLR268W	4932.YOR106W
4932.YDL058W	4932.YDL192W
4932.YBR169C	4932.YML124C
4932.YER164W	4932.YHR154W
4932.YCR038C	4932.YMR182C
4932.YJR059W	4932.YNL183C
4932.YDR418W	4932.YJL136C
4932.YLR147C	4932.YOR369C
4932.YBR212W	4932.YPR107C
4932.YDL171C	4932.YHR206W
4932.YFR011C	4932.YKR016W
4932.YGL104C	4932.YKR055W
4932.YDL047W	4932.YLL001W
4932.YCL024W	4932.YDL229W
4932.YAL021C	4932.YEL060C
4932.YJR127C	4932.YKL028W
4932.YKR008W	4932.YPR120C
4932.YGL229C	4932.YKL203C
4932.YDL134C	4932.YMR037C
4932.YCR051W	4932.YER095W
4932.YDR101C	4932.YGL103W
4932.YJL011C	4932.YOR210W
4932.YBR233W	4932.YDL043C
4932.YLR240W	4932.YOR231W
4932.YDL130W	4932.YPL079W
4932.YNL067W	4932.YNL301C
4932.YKL212W	4932.YKR001C
4932.YJL128C	4932.YLR178C
4932.YDR026C	4932.YJL102W
4932.YNL077W	4932.YNL088W
4932.YGR232W	4932.YOR373W
4932.YJR123W	4932.YKR084C
4932.YBR212W	4932.YPL026C
4932.YFL039C	4932.YGR252W
4932.YCR072C	4932.YPR187W
4932.YBL111C	4932.YDL213C
4932.YDR454C	4932.YJR066W
4932.YDR471W	4932.YLR344W
4932.YHR047C	4932.YPR162C
4932.YDL077C	4932.YMR231W
4932.YKL161C	4932.YLR096W
4932.YCR020C-A	4932.YHL033C
4932.YBR276C	4932.YHR205W
4932.YLR019W	4932.YOR351C
4932.YDL061C	4932.YPR043W
4932.YHR141C	4932.YKL170W
4932.YGR040W	4932.YJR147W
4932.YJL056C	4932.YPR052C
4932.YBR108W	4932.YPR154W
4932.YDL079C	4932.YLR013W
4932.YBR146W	4932.YKL003C
4932.YDR045C	4932.YER130C
4932.YBR283C	4932.YER056C-A
4932.YBR128C	4932.YNL325C
4932.YIL112W	4932.YOR101W
4932.YBR004C	4932.YGR199W
4932.YCR018C	4932.YNR060W
4932.YDL208W	4932.YJL136C
4932.YBR160W	4932.YGR296W
4932.YGL254W	4932.YGR232W
4932.YDR545W	4932.YLR151C
