item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
4932.YDL137W	4932.YHR216W	binding		f	t	169
4932.YDL137W	4932.YHR216W	activation	activation	t	f	183
4932.YFL039C	4932.YIL142W	reaction		t	t	237
4932.YFL039C	4932.YIL142W	binding		f	f	535
4932.YFL039C	4932.YIL142W	activation	activation	t	t	185
4932.YDL029W	4932.YLR212C	catalysis		t	f	167
4932.YDL029W	4932.YLR212C	binding		f	t	167
4932.YDL029W	4932.YLR212C	reaction		t	f	167
4932.YNR023W	4932.YOR304W	binding		f	f	197
4932.YNR023W	4932.YOR304W	reaction		t	t	195
4932.YDR059C	4932.YJR068W	catalysis		t	f	189
4932.YDR059C	4932.YJR068W	binding		f	t	189
4932.YDR059C	4932.YJR068W	activation	activation	t	f	189
4932.YDR059C	4932.YJR068W	reaction		t	f	189
4932.YDL208W	4932.YPR182W	catalysis		t	f	390
4932.YDL208W	4932.YPR182W	binding		f	t	382
4932.YDL208W	4932.YPR182W	reaction		f	f	382
4932.YBR079C	4932.YOR261C	reaction		t	f	945
4932.YBR079C	4932.YOR261C	binding		f	t	945
4932.YLR371W	4932.YNL106C	reaction		f	f	467
4932.YLR371W	4932.YNL106C	catalysis		t	t	467
4932.YLR371W	4932.YNL106C	binding		f	t	467
4932.YDL056W	4932.YIL046W	reaction		t	t	185
4932.YDL056W	4932.YIL046W	ptmod		t	f	175
4932.YDL056W	4932.YIL046W	catalysis		t	t	188
4932.YDL056W	4932.YIL046W	binding		f	f	187
4932.YNL189W	4932.YPR034W	binding		f	t	577
4932.YDR292C	4932.YGL135W	binding		f	t	321
4932.YDR292C	4932.YGL135W	reaction		t	t	321
4932.YGR056W	4932.YJR060W	binding		f	f	187
4932.YDR146C	4932.YOR269W	binding		f	t	173
4932.YDR146C	4932.YOR269W	reaction		t	t	173
4932.YFR004W	4932.YLR192C	reaction		t	f	424
4932.YFR004W	4932.YLR192C	binding		f	f	424
4932.YBL112C	4932.YLR369W	binding		f	t	188
4932.YBL112C	4932.YLR369W	reaction		f	f	188
4932.YBL112C	4932.YLR369W	catalysis		t	f	188
4932.YJL132W	4932.YKL198C	catalysis		t	t	206
4932.YJL132W	4932.YKL198C	activation	activation	t	t	185
4932.YJL132W	4932.YKL198C	binding		f	f	206
4932.YJL132W	4932.YKL198C	reaction		t	t	206
4932.YDR043C	4932.YOR007C	binding		f	t	188
4932.YDR043C	4932.YOR007C	catalysis		t	t	177
4932.YDR043C	4932.YOR007C	reaction		t	t	183
4932.YDR398W	4932.YEL055C	binding		f	f	868
4932.YBL016W	4932.YER045C	catalysis		t	t	384
4932.YBL016W	4932.YER045C	binding		f	t	187
4932.YBL016W	4932.YER045C	activation	activation	f	f	384
4932.YBL016W	4932.YER045C	ptmod		t	t	196
4932.YBL016W	4932.YER045C	inhibition	inhibition	f	f	384
4932.YBL016W	4932.YER045C	expression		t	f	185
4932.YLR013W	4932.YPL038W	reaction		t	t	185
4932.YLR013W	4932.YPL038W	binding		f	f	188
4932.YLR013W	4932.YPL038W	activation	activation	t	t	171
4932.YLR013W	4932.YPL038W	expression	inhibition	t	t	151
4932.YJL074C	4932.YPL155C	catalysis		t	t	165
4932.YJL074C	4932.YPL155C	binding		f	f	165
4932.YJL074C	4932.YPL155C	reaction		t	t	165
4932.YFR009W	4932.YLR180W	binding		f	f	868
4932.YHR030C	4932.YHR086W	ptmod		t	t	185
4932.YKL006C-A	4932.YKL196C	binding		f	f	900
4932.YKL006C-A	4932.YKL196C	activation	activation	f	f	800
4932.YJR032W	4932.YPR054W	activation	activation	t	f	187
4932.YJR032W	4932.YPR054W	binding		f	f	175
4932.YFR038W	4932.YMR127C	binding		f	t	188
4932.YFR038W	4932.YMR127C	activation	activation	t	f	169
4932.YFR038W	4932.YMR127C	catalysis		t	t	188
4932.YHR082C	4932.YOR003W	binding		f	t	154
4932.YHR082C	4932.YOR003W	activation	activation	t	f	152
4932.YCR031C	4932.YNR036C	reaction		t	t	267
4932.YCR031C	4932.YNR036C	binding		f	f	264
4932.YCR031C	4932.YNR036C	catalysis		t	t	267
4932.YPR025C	4932.YPR086W	reaction		f	f	906
4932.YPR025C	4932.YPR086W	catalysis		t	t	906
4932.YPR025C	4932.YPR086W	binding		f	f	906
4932.YOL163W	4932.YPL232W	reaction		t	f	187
4932.YOL163W	4932.YPL232W	activation	activation	t	f	185
4932.YIL126W	4932.YOR233W	catalysis		t	t	181
4932.YIL126W	4932.YOR233W	activation	activation	t	t	181
4932.YIL126W	4932.YOR233W	binding		f	f	181
4932.YIL126W	4932.YOR233W	reaction		t	f	181
4932.YFR028C	4932.YKR055W	expression		t	f	161
4932.YFR028C	4932.YKR055W	activation	activation	t	t	183
4932.YBR160W	4932.YOR358W	activation	activation	t	t	906
4932.YDR054C	4932.YPL150W	catalysis		t	t	188
4932.YDR054C	4932.YPL150W	binding		f	t	185
4932.YDR054C	4932.YPL150W	activation	activation	t	t	181
4932.YDR054C	4932.YPL150W	reaction		f	f	188
4932.YJR048W	4932.YNL055C	binding		f	t	185
4932.YGR148C	4932.YOL023W	reaction		t	f	321
4932.YGR148C	4932.YOL023W	binding		f	f	321
4932.YBR081C	4932.YOR233W	catalysis		t	f	181
4932.YBR081C	4932.YOR233W	binding		f	t	181
4932.YBR081C	4932.YOR233W	activation	activation	t	t	181
4932.YBR081C	4932.YOR233W	reaction		t	f	181
4932.YER171W	4932.YML015C	reaction		f	f	901
4932.YER171W	4932.YML015C	catalysis		t	t	901
4932.YER171W	4932.YML015C	binding		f	f	901
4932.YNL330C	4932.YPR204W	binding		f	t	185
4932.YER117W	4932.YML063W	binding		f	t	573
4932.YER117W	4932.YML063W	reaction		f	f	573
4932.YER117W	4932.YML063W	catalysis		t	f	573
4932.YLR167W	4932.YNL027W	reaction		t	t	150
4932.YLR167W	4932.YNL027W	binding		f	t	150
4932.YLR167W	4932.YNL027W	activation	activation	t	f	150
4932.YLR167W	4932.YNL027W	catalysis		t	f	150
4932.YML009C	4932.YPL131W	binding		f	f	491
4932.YHR206W	4932.YNL007C	reaction		t	t	394
4932.YHR206W	4932.YNL007C	binding		f	t	394
4932.YHR206W	4932.YNL007C	activation	activation	t	t	394
4932.YHR206W	4932.YNL007C	catalysis		t	f	394
4932.YCR084C	4932.YIL153W	binding		f	t	188
4932.YBR112C	4932.YJL013C	catalysis		t	f	317
4932.YBR112C	4932.YJL013C	binding		f	t	317
4932.YBR112C	4932.YJL013C	inhibition	inhibition	f	t	315
4932.YBR112C	4932.YJL013C	reaction		t	t	317
4932.YDL079C	4932.YOR373W	catalysis		t	f	188
4932.YDL079C	4932.YOR373W	binding		f	t	188
4932.YDL079C	4932.YOR373W	activation	activation	t	t	155
4932.YDL079C	4932.YOR373W	ptmod		t	t	185
4932.YDL079C	4932.YOR373W	inhibition	inhibition	t	f	181
4932.YDL079C	4932.YOR373W	expression		t	t	155
4932.YDL079C	4932.YOR373W	reaction		t	t	188
4932.YCL034W	4932.YGR167W	inhibition	inhibition	t	t	190
4932.YCL034W	4932.YGR167W	binding		f	t	205
4932.YER177W	4932.YIL118W	catalysis		t	t	194
4932.YER177W	4932.YIL118W	binding		f	t	195
4932.YER177W	4932.YIL118W	activation	activation	f	f	377
4932.YER177W	4932.YIL118W	reaction		f	f	194
4932.YER177W	4932.YIL118W	inhibition	inhibition	t	f	193
4932.YGR108W	4932.YNL182C	catalysis		t	t	181
4932.YGR108W	4932.YNL182C	binding		f	t	181
4932.YGR108W	4932.YNL182C	ptmod		f	f	181
4932.YGR108W	4932.YNL182C	inhibition	inhibition	f	f	181
4932.YGR108W	4932.YNL182C	reaction		t	t	181
4932.YGL030W	4932.YIL148W	binding		f	t	542
4932.YGL030W	4932.YIL148W	reaction		f	f	542
4932.YGL030W	4932.YIL148W	catalysis		t	f	542
4932.YER129W	4932.YKL116C	activation	activation	f	f	379
4932.YER129W	4932.YKL116C	ptmod		f	f	384
4932.YIL105C	4932.YNL006W	binding		f	t	360
4932.YGL049C	4932.YOR234C	reaction		t	t	903
4932.YGL049C	4932.YOR234C	catalysis		t	t	903
4932.YGL049C	4932.YOR234C	binding		f	f	903
4932.YHL007C	4932.YOR141C	ptmod		t	t	187
4932.YHL007C	4932.YOR141C	binding		f	t	187
4932.YBL002W	4932.YOL068C	catalysis		t	f	905
4932.YBL002W	4932.YOL068C	binding		f	t	905
4932.YAL017W	4932.YMR182C	binding		f	f	153
4932.YAL017W	4932.YMR182C	activation	activation	t	t	181
4932.YAL017W	4932.YMR182C	ptmod		t	t	167
4932.YAL017W	4932.YMR182C	catalysis		t	t	187
4932.YAL017W	4932.YMR182C	expression	inhibition	t	f	181
4932.YBR195C	4932.YPR013C	reaction		t	f	199
4932.YBR195C	4932.YPR013C	binding		f	t	202
4932.YBR195C	4932.YPR013C	activation	activation	t	t	185
4932.YBR195C	4932.YPR013C	inhibition	inhibition	t	t	183
4932.YBR195C	4932.YPR013C	catalysis		t	f	199
4932.YBR214W	4932.YOR014W	activation	activation	t	f	189
4932.YBR214W	4932.YOR014W	binding		f	f	189
4932.YER049W	4932.YPL089C	binding		f	t	676
4932.YLR281C	4932.YNL185C	reaction		t	f	347
4932.YLR281C	4932.YNL185C	binding		f	t	347
4932.YLR281C	4932.YNL185C	catalysis		t	f	347
4932.YMR230W	4932.YPR080W	reaction		t	t	258
4932.YMR230W	4932.YPR080W	binding		f	t	258
4932.YMR230W	4932.YPR080W	catalysis		t	t	258
4932.YAR007C	4932.YDR311W	reaction		t	t	909
4932.YAR007C	4932.YDR311W	catalysis		t	t	909
4932.YAR007C	4932.YDR311W	binding		f	f	909
4932.YLR075W	4932.YNL177C	catalysis		t	t	345
4932.YLR075W	4932.YNL177C	reaction		t	t	345
4932.YLR075W	4932.YNL177C	binding		f	t	345
4932.YGR074W	4932.YPL064C	reaction		f	f	471
4932.YGR074W	4932.YPL064C	binding		f	f	471
4932.YGR074W	4932.YPL064C	activation	activation	t	f	188
4932.YGR074W	4932.YPL064C	catalysis		t	t	471
4932.YKL203C	4932.YNL183C	reaction		t	f	188
4932.YKL203C	4932.YNL183C	activation	activation	t	t	187
4932.YKL203C	4932.YNL183C	catalysis		t	f	188
4932.YKL203C	4932.YNL183C	binding		f	f	188
4932.YKL203C	4932.YNL183C	ptmod		t	t	187
4932.YPL150W	4932.YPR054W	binding		f	t	188
4932.YPL150W	4932.YPR054W	activation	activation	t	t	188
4932.YPL150W	4932.YPR054W	ptmod		f	f	188
4932.YPL150W	4932.YPR054W	expression	inhibition	t	t	155
4932.YPL150W	4932.YPR054W	catalysis		t	f	188
4932.YPL150W	4932.YPR054W	inhibition	inhibition	t	f	183
4932.YPL150W	4932.YPR054W	reaction		f	f	188
4932.YDL061C	4932.YML009C	binding		f	f	482
4932.YDL061C	4932.YML009C	catalysis		t	t	471
4932.YDL061C	4932.YML009C	reaction		t	t	471
4932.YPL031C	4932.YPR120C	expression	inhibition	t	t	181
4932.YPL031C	4932.YPR120C	catalysis		t	t	228
4932.YPL031C	4932.YPR120C	binding		f	t	229
4932.YPL031C	4932.YPR120C	activation	activation	t	t	183
4932.YPL031C	4932.YPR120C	inhibition	inhibition	t	t	192
4932.YPL031C	4932.YPR120C	reaction		t	t	229
4932.YPL031C	4932.YPR120C	ptmod		t	t	188
4932.YGR220C	4932.YHR038W	catalysis		t	f	295
4932.YGR220C	4932.YHR038W	binding		f	t	295
4932.YGR220C	4932.YHR038W	reaction		t	f	295
4932.YCL068C	4932.YJR059W	reaction		t	f	188
4932.YCL068C	4932.YJR059W	catalysis		t	f	188
4932.YCL068C	4932.YJR059W	activation	activation	f	f	188
4932.YCL068C	4932.YJR059W	binding		f	t	188
4932.YCL068C	4932.YJR059W	ptmod		t	f	167
4932.YCL068C	4932.YJR059W	inhibition	inhibition	t	f	185
4932.YGL049C	4932.YPR041W	binding		f	t	780
4932.YGL049C	4932.YPR041W	activation	activation	t	f	394
4932.YGL049C	4932.YPR041W	reaction		t	t	394
4932.YCR079W	4932.YOL016C	binding		f	f	165
4932.YCR079W	4932.YOL016C	ptmod		t	t	179
4932.YER126C	4932.YKL170W	reaction		t	t	267
4932.YER126C	4932.YKL170W	binding		f	t	267
4932.YER126C	4932.YKL170W	catalysis		t	f	267
4932.YDR264C	4932.YOR259C	binding		f	f	188
4932.YDR264C	4932.YOR259C	catalysis		t	f	188
4932.YBL092W	4932.YPR102C	catalysis		t	t	961
4932.YBL092W	4932.YPR102C	reaction		f	f	961
4932.YBL092W	4932.YPR102C	binding		f	t	961
4932.YGR184C	4932.YKR094C	reaction		t	f	900
4932.YGR184C	4932.YKR094C	catalysis		t	t	900
4932.YGR184C	4932.YKR094C	binding		f	f	900
4932.YJL030W	4932.YKL198C	catalysis		t	f	159
4932.YJL030W	4932.YKL198C	binding		f	f	159
4932.YJL030W	4932.YKL198C	reaction		t	f	159
4932.YNL273W	4932.YOR144C	binding		f	t	293
4932.YNL273W	4932.YOR144C	reaction		f	f	293
4932.YNL273W	4932.YOR144C	catalysis		t	f	293
4932.YBR031W	4932.YDL061C	reaction		f	f	570
4932.YBR031W	4932.YDL061C	catalysis		t	t	570
4932.YBR031W	4932.YDL061C	binding		f	f	570
4932.YKL198C	4932.YNL217W	reaction		t	f	188
4932.YKL198C	4932.YNL217W	ptmod		t	f	153
4932.YKL198C	4932.YNL217W	activation	activation	f	f	187
4932.YKL198C	4932.YNL217W	inhibition	inhibition	t	t	185
4932.YKL198C	4932.YNL217W	catalysis		t	f	188
4932.YKL198C	4932.YNL217W	binding		f	f	188
4932.YDR025W	4932.YHL033C	reaction		t	f	573
4932.YDR025W	4932.YHL033C	catalysis		t	t	573
4932.YDR025W	4932.YHL033C	binding		f	f	570
4932.YLR398C	4932.YML056C	binding		f	f	286
4932.YMR073C	4932.YOR037W	catalysis		t	f	152
4932.YMR073C	4932.YOR037W	binding		f	t	152
4932.YBR182C	4932.YGR138C	expression		t	t	181
4932.YBR182C	4932.YGR138C	activation	activation	t	t	185
4932.YDL017W	4932.YML065W	reaction		f	f	787
4932.YDL017W	4932.YML065W	binding		f	f	787
4932.YKL213C	4932.YLR397C	binding		f	f	227
4932.YBR143C	4932.YNR037C	binding		f	f	542
4932.YBR143C	4932.YNR037C	catalysis		t	f	542
4932.YBR143C	4932.YNR037C	reaction		t	t	542
4932.YDL056W	4932.YPL256C	ptmod		f	f	154
4932.YDL056W	4932.YPL256C	expression		t	t	154
4932.YDL056W	4932.YPL256C	binding		f	f	154
4932.YDL056W	4932.YPL256C	activation	activation	f	f	154
4932.YDL056W	4932.YPL256C	catalysis		t	t	154
4932.YDL056W	4932.YPL256C	reaction		t	f	154
4932.YGR072W	4932.YLR466W	binding		f	t	200
4932.YGR072W	4932.YLR466W	reaction		f	f	200
4932.YGR072W	4932.YLR466W	catalysis		t	f	200
4932.YJR059W	4932.YKL073W	reaction		t	f	181
4932.YJR059W	4932.YKL073W	binding		f	f	185
4932.YKL006W	4932.YMR194W	reaction		t	f	570
4932.YKL006W	4932.YMR194W	catalysis		t	t	570
4932.YKL006W	4932.YMR194W	binding		f	t	570
4932.YGL060W	4932.YKL052C	binding		f	t	900
4932.Q0110	4932.YKL129C	binding		f	t	187
4932.YER125W	4932.YJL005W	reaction		t	t	189
4932.YER125W	4932.YJL005W	catalysis		t	f	187
4932.YGR092W	4932.YMR109W	inhibition	inhibition	f	f	157
4932.YBR245C	4932.YPR022C	activation	activation	t	t	175
4932.YBR245C	4932.YPR022C	binding		f	f	181
4932.YBR195C	4932.YDR096W	activation	activation	t	t	185
4932.YBR195C	4932.YDR096W	reaction		t	f	199
4932.YBR195C	4932.YDR096W	catalysis		t	f	199
4932.YBR195C	4932.YDR096W	binding		f	f	202
4932.YBR195C	4932.YDR096W	inhibition	inhibition	t	t	183
4932.YJL033W	4932.YPL090C	catalysis		t	t	189
4932.YJL033W	4932.YPL090C	binding		f	t	189
4932.YJL033W	4932.YPL090C	reaction		t	t	189
4932.YNL250W	4932.YOR156C	binding		f	t	944
4932.YNL250W	4932.YOR156C	reaction		f	f	944
4932.YNL250W	4932.YOR156C	catalysis		t	f	944
4932.YLR258W	4932.YML016C	activation	activation	f	f	800
4932.YLR258W	4932.YML016C	ptmod		f	f	800
4932.YJR059W	4932.YKL166C	inhibition	inhibition	f	t	189
4932.YJR059W	4932.YKL166C	catalysis		t	f	188
4932.YJR059W	4932.YKL166C	binding		f	t	189
4932.YJR059W	4932.YKL166C	activation	activation	t	t	183
4932.YJR059W	4932.YKL166C	ptmod		t	f	183
4932.YCR024C	4932.YPL104W	binding		f	t	295
4932.YDR122W	4932.YDR373W	ptmod		t	t	158
4932.YDR122W	4932.YDR373W	binding		f	t	158
4932.YDR122W	4932.YDR373W	reaction		t	t	158
4932.YCR018C	4932.YPL141C	expression		t	t	153
4932.YCR018C	4932.YPL141C	binding		f	t	181
4932.YCR018C	4932.YPL141C	activation	activation	t	t	181
4932.YCR018C	4932.YPL141C	ptmod		t	f	181
4932.YML049C	4932.YMR125W	reaction		t	t	911
4932.YML049C	4932.YMR125W	binding		f	t	911
4932.YML049C	4932.YMR125W	catalysis		t	f	150
4932.YDR092W	4932.YLR127C	reaction		f	f	442
4932.YDR092W	4932.YLR127C	catalysis		t	t	442
4932.YDR092W	4932.YLR127C	binding		f	f	442
4932.YCR046C	4932.YNL005C	reaction		t	t	779
4932.YCR046C	4932.YNL005C	catalysis		t	t	779
4932.YCR046C	4932.YNL005C	binding		f	f	967
4932.YBR079C	4932.YGR027C	reaction		t	t	909
4932.YBR079C	4932.YGR027C	binding		f	t	909
4932.YBR166C	4932.YNL209W	binding		f	t	287
4932.YBL105C	4932.YPR022C	ptmod		t	t	171
4932.YBL105C	4932.YPR022C	activation	activation	t	t	183
4932.YBL105C	4932.YPR022C	expression		t	f	151
4932.YDR054C	4932.YDR155C	binding		f	f	192
4932.YDR054C	4932.YDR155C	catalysis		t	f	188
4932.YNL204C	4932.YOL128C	binding		f	t	187
4932.YNL204C	4932.YOL128C	ptmod		t	f	156
4932.YNL204C	4932.YOL128C	catalysis		t	f	187
4932.YNL204C	4932.YOL128C	reaction		t	t	187
4932.YHR205W	4932.YIL113W	inhibition	inhibition	f	f	200
4932.YHR205W	4932.YIL113W	expression	inhibition	t	f	183
4932.YHR205W	4932.YIL113W	binding		f	t	181
4932.YHR205W	4932.YIL113W	ptmod		t	t	173
4932.YHR205W	4932.YIL113W	activation	activation	t	t	181
4932.YBR048W	4932.YNL185C	binding		f	f	262
4932.YBR048W	4932.YNL185C	catalysis		t	t	267
4932.YBR048W	4932.YNL185C	reaction		t	t	267
4932.YDR004W	4932.YGR052W	binding		f	t	171
4932.YDR004W	4932.YGR052W	activation	activation	t	f	183
4932.YDR004W	4932.YGR052W	ptmod		t	f	183
4932.YBR198C	4932.YPR187W	reaction		t	t	936
4932.YBR198C	4932.YPR187W	catalysis		t	t	394
4932.YBR198C	4932.YPR187W	binding		f	t	936
4932.YDR116C	4932.YGL030W	reaction		f	f	482
4932.YDR116C	4932.YGL030W	catalysis		t	t	482
4932.YDR116C	4932.YGL030W	binding		f	t	476
4932.YJL034W	4932.YNL031C	activation	activation	t	f	185
4932.YJL034W	4932.YNL031C	expression	inhibition	t	f	173
4932.YER004W	4932.YFR009W	binding		f	f	155
4932.YCR084C	4932.YKL062W	binding		f	f	173
4932.YCR084C	4932.YKL062W	reaction		f	f	173
4932.YCR084C	4932.YKL062W	expression	inhibition	t	t	416
4932.YGR214W	4932.YLR009W	reaction		t	t	262
4932.YGR214W	4932.YLR009W	catalysis		t	f	262
4932.YGR214W	4932.YLR009W	binding		f	f	262
4932.YFL016C	4932.YKL198C	binding		f	f	183
4932.YFL016C	4932.YKL198C	reaction		f	f	181
4932.YJL047C	4932.YOR362C	binding		f	f	189
4932.YJL047C	4932.YOR362C	catalysis		t	f	281
4932.YDR429C	4932.YIL069C	reaction		t	t	921
4932.YDR429C	4932.YIL069C	binding		f	f	921
4932.YER050C	4932.YNL284C	reaction		f	f	779
4932.YER050C	4932.YNL284C	binding		f	f	779
4932.YER050C	4932.YNL284C	catalysis		t	t	779
4932.YGR047C	4932.YNL039W	binding		f	t	958
4932.YGR047C	4932.YNL039W	reaction		t	t	958
4932.YHR052W	4932.YPL220W	binding		f	f	232
4932.YDL155W	4932.YOR007C	binding		f	f	189
4932.YDL155W	4932.YOR007C	ptmod		f	f	189
4932.YDL155W	4932.YOR007C	catalysis		t	t	188
4932.YDL155W	4932.YOR007C	inhibition	inhibition	t	t	188
4932.YDL155W	4932.YOR007C	reaction		t	t	189
4932.Q0085	4932.YDL004W	binding		f	t	974
4932.Q0085	4932.YDL004W	reaction		f	f	758
4932.Q0085	4932.YDL004W	catalysis		t	f	758
4932.YHR082C	4932.YNL209W	reaction		f	f	181
4932.YHR082C	4932.YNL209W	binding		f	f	185
4932.YER041W	4932.YHR120W	binding		f	f	200
4932.YER041W	4932.YHR120W	catalysis		t	t	197
4932.YER041W	4932.YHR120W	reaction		t	t	200
4932.YDL082W	4932.YLR333C	catalysis		t	t	570
4932.YDL082W	4932.YLR333C	binding		f	t	570
4932.YDL082W	4932.YLR333C	reaction		t	t	570
4932.YJR031C	4932.YPL010W	reaction		t	t	910
4932.YJR031C	4932.YPL010W	binding		f	t	910
4932.YJR031C	4932.YPL010W	catalysis		t	f	910
4932.YGL043W	4932.YJR068W	catalysis		t	t	902
4932.YGL043W	4932.YJR068W	binding		f	f	902
4932.YGL043W	4932.YJR068W	reaction		t	f	902
4932.YER125W	4932.YOL133W	reaction		t	t	906
4932.YER125W	4932.YOL133W	catalysis		t	f	906
4932.YDR216W	4932.YGL194C	activation	activation	f	f	189
4932.YDR216W	4932.YGL194C	binding		f	t	189
4932.YDR216W	4932.YGL194C	inhibition	inhibition	t	f	183
4932.YDL171C	4932.YKL150W	binding		f	f	757
4932.YBR164C	4932.YPL242C	inhibition	inhibition	f	f	217
4932.YBR164C	4932.YPL242C	catalysis		t	t	187
4932.YBR164C	4932.YPL242C	activation	activation	t	t	187
4932.YBR164C	4932.YPL242C	binding		f	f	216
4932.YBR164C	4932.YPL242C	reaction		t	t	187
4932.YGR134W	4932.YNR052C	binding		f	f	868
4932.YLR388W	4932.YOR187W	binding		f	f	254
4932.YLR388W	4932.YOR187W	catalysis		t	t	217
4932.YLR388W	4932.YOR187W	reaction		t	t	254
4932.YJR077C	4932.YMR302C	binding		f	f	165
4932.YGR027C	4932.YML026C	binding		f	f	955
4932.YGR027C	4932.YML026C	catalysis		t	t	955
4932.YGR027C	4932.YML026C	reaction		t	t	955
4932.YBL084C	4932.YPR120C	inhibition	inhibition	t	f	188
4932.YBL084C	4932.YPR120C	catalysis		t	t	457
4932.YBL084C	4932.YPR120C	binding		f	t	457
4932.YBL084C	4932.YPR120C	reaction		t	f	457
4932.YBL084C	4932.YPR120C	ptmod		f	f	949
4932.YLR167W	4932.YOR234C	reaction		t	t	961
4932.YLR167W	4932.YOR234C	catalysis		t	f	961
4932.YLR167W	4932.YOR234C	binding		f	f	961
4932.YER038C	4932.YPL220W	binding		f	f	254
4932.YER038C	4932.YPL220W	catalysis		t	t	254
4932.YER038C	4932.YPL220W	reaction		t	t	254
4932.YDR004W	4932.YLR430W	reaction		t	f	154
4932.YDR004W	4932.YLR430W	catalysis		t	t	154
4932.YDR004W	4932.YLR430W	binding		f	t	154
4932.YCL043C	4932.YIL053W	binding		f	t	175
4932.YHR082C	4932.YIL061C	binding		f	t	156
4932.YHR082C	4932.YIL061C	ptmod		t	t	156
4932.YHR082C	4932.YIL061C	expression	inhibition	t	t	156
4932.YBR010W	4932.YMR176W	reaction		t	t	167
4932.YBR010W	4932.YMR176W	binding		f	t	167
4932.YBR010W	4932.YMR176W	activation	activation	t	f	167
4932.YBR010W	4932.YMR176W	catalysis		t	f	167
4932.YLR340W	4932.YLR378C	reaction		f	f	509
4932.YLR340W	4932.YLR378C	binding		f	f	509
4932.YHL027W	4932.YJL176C	binding		f	f	183
4932.YHL027W	4932.YJL176C	activation	activation	t	f	183
4932.YDR176W	4932.YMR236W	reaction		f	f	600
4932.YDR176W	4932.YMR236W	catalysis		t	t	749
4932.YDR176W	4932.YMR236W	binding		f	f	973
4932.YDR409W	4932.YLR115W	binding		f	f	158
4932.YDR409W	4932.YLR115W	catalysis		t	t	158
4932.YDR409W	4932.YLR115W	reaction		t	t	158
4932.YDR432W	4932.YLL036C	binding		f	f	615
4932.YDR432W	4932.YLL036C	catalysis		t	t	615
4932.YDR432W	4932.YLL036C	reaction		t	t	615
4932.YDL029W	4932.YOR101W	binding		f	f	188
4932.YDL029W	4932.YOR101W	activation	activation	t	t	183
4932.YDL029W	4932.YOR101W	catalysis		t	t	183
4932.YDL029W	4932.YOR101W	reaction		t	t	188
4932.YDR172W	4932.YPL281C	binding		f	t	652
4932.YDR148C	4932.YIL125W	binding		f	t	991
4932.YDR148C	4932.YIL125W	reaction		t	t	975
4932.YAL040C	4932.YBR202W	catalysis		t	t	189
4932.YAL040C	4932.YBR202W	binding		f	t	187
4932.YDL081C	4932.YJR145C	reaction		t	t	573
4932.YDL081C	4932.YJR145C	catalysis		t	f	573
4932.YDL081C	4932.YJR145C	binding		f	f	573
4932.YBL099W	4932.YJR045C	binding		f	f	181
4932.YGR220C	4932.YOL040C	catalysis		t	f	428
4932.YGR220C	4932.YOL040C	binding		f	t	428
4932.YGR220C	4932.YOL040C	reaction		t	f	428
4932.YDL209C	4932.YMR036C	binding		f	f	167
4932.YDL209C	4932.YMR036C	activation	activation	t	t	167
4932.YDL209C	4932.YMR036C	expression		t	t	167
4932.YDR247W	4932.YHR146W	binding		f	t	214
4932.YDR247W	4932.YHR146W	activation	activation	f	f	214
4932.YDR247W	4932.YHR146W	reaction		f	f	214
4932.YDR247W	4932.YHR146W	catalysis		t	t	214
4932.YDR247W	4932.YHR146W	ptmod		t	t	181
4932.YDR247W	4932.YHR146W	expression		t	f	161
4932.YAL040C	4932.YGR123C	catalysis		t	f	187
4932.YAL040C	4932.YGR123C	binding		f	t	187
4932.YAL040C	4932.YGR123C	reaction		f	f	187
4932.YAL040C	4932.YGR123C	ptmod		t	f	167
4932.YDR139C	4932.YOR396W	reaction		t	t	154
4932.YDR139C	4932.YOR396W	catalysis		t	f	154
4932.YDR139C	4932.YOR396W	binding		f	t	154
4932.YBR084C-A	4932.YKL170W	reaction		t	t	509
4932.YBR084C-A	4932.YKL170W	catalysis		t	f	509
4932.YBR084C-A	4932.YKL170W	binding		f	f	509
4932.YEL061C	4932.YGL120C	catalysis		t	t	157
4932.YEL061C	4932.YGL120C	reaction		t	f	157
4932.YEL061C	4932.YGL120C	binding		f	t	157
4932.YHR069C	4932.YKR084C	binding		f	f	188
4932.YGR258C	4932.YLR234W	reaction		t	t	294
4932.YGR258C	4932.YLR234W	catalysis		t	t	294
4932.YJL005W	4932.YKL010C	reaction		f	f	188
4932.YJL005W	4932.YKL010C	catalysis		t	t	459
4932.YGR252W	4932.YKL010C	expression	inhibition	t	t	167
4932.YGR252W	4932.YKL010C	binding		f	t	185
4932.YGR252W	4932.YKL010C	activation	activation	t	t	181
4932.YCR003W	4932.YNL306W	reaction		t	t	482
4932.YCR003W	4932.YNL306W	binding		f	t	482
4932.YCR003W	4932.YNL306W	catalysis		t	f	482
4932.YER075C	4932.YIL005W	activation	activation	t	f	185
4932.YLR347C	4932.YOR025W	binding		f	f	677
4932.YDR098C	4932.YPL184C	binding		f	t	183
4932.YDR146C	4932.YPL116W	activation	activation	t	f	181
4932.YDR146C	4932.YPL116W	inhibition	inhibition	t	f	181
4932.YDR146C	4932.YPL116W	binding		f	f	188
4932.YDR436W	4932.YJL095W	binding		f	t	172
4932.YDR436W	4932.YJL095W	ptmod		f	f	203
