>/home/user1/code/PPIKG/method/AFTGAN/data/protein.SHS27k.sequences.dictionary.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/protein.actions.SHS27k.STRING.txt
9606.ENSP00000259406	9606.ENSP00000261769
9606.ENSP00000211287	9606.ENSP00000261211
9606.ENSP00000161863	9606.ENSP00000261637
9606.ENSP00000202773	9606.ENSP00000230640
9606.ENSP00000054668	9606.ENSP00000246549
9606.ENSP00000248975	9606.ENSP00000261890
9606.ENSP00000078429	9606.ENSP00000005257
9606.ENSP00000020673	9606.ENSP00000250559
9606.ENSP00000166244	9606.ENSP00000245304
9606.ENSP00000215832	9606.ENSP00000256460
9606.ENSP00000227378	9606.ENSP00000254322
9606.ENSP00000251849	9606.ENSP00000260404
9606.ENSP00000228945	9606.ENSP00000245304
9606.ENSP00000232461	9606.ENSP00000255262
9606.ENSP00000253339	9606.ENSP00000013125
9606.ENSP00000215659	9606.ENSP00000248706
9606.ENSP00000226209	9606.ENSP00000207437
9606.ENSP00000259808	9606.ENSP00000226574
9606.ENSP00000247986	9606.ENSP00000160827
9606.ENSP00000172229	9606.ENSP00000256010
9606.ENSP00000202967	9606.ENSP00000226247
9606.ENSP00000251074	9606.ENSP00000219172
9606.ENSP00000220003	9606.ENSP00000249071
9606.ENSP00000172229	9606.ENSP00000261879
9606.ENSP00000202773	9606.ENSP00000241600
9606.ENSP00000248901	9606.ENSP00000005257
9606.ENSP00000262039	9606.ENSP00000037243
9606.ENSP00000217133	9606.ENSP00000246747
9606.ENSP00000005340	9606.ENSP00000259089
9606.ENSP00000196551	9606.ENSP00000261868
9606.ENSP00000000412	9606.ENSP00000228825
9606.ENSP00000044462	9606.ENSP00000247668
9606.ENSP00000220507	9606.ENSP00000222792
9606.ENSP00000003084	9606.ENSP00000254436
9606.ENSP00000199814	9606.ENSP00000258962
9606.ENSP00000233944	9606.ENSP00000261669
9606.ENSP00000003084	9606.ENSP00000229135
9606.ENSP00000160827	9606.ENSP00000260363
9606.ENSP00000247207	9606.ENSP00000212015
9606.ENSP00000233946	9606.ENSP00000259206
9606.ENSP00000221138	9606.ENSP00000217185
9606.ENSP00000157812	9606.ENSP00000210313
9606.ENSP00000211287	9606.ENSP00000225577
9606.ENSP00000215793	9606.ENSP00000216727
9606.ENSP00000209728	9606.ENSP00000225916
9606.ENSP00000078429	9606.ENSP00000226413
9606.ENSP00000216277	9606.ENSP00000215587
9606.ENSP00000215829	9606.ENSP00000247001
9606.ENSP00000075503	9606.ENSP00000248594
9606.ENSP00000046794	9606.ENSP00000226730
9606.ENSP00000211287	9606.ENSP00000256078
9606.ENSP00000078429	9606.ENSP00000216101
9606.ENSP00000244050	9606.ENSP00000234198
9606.ENSP00000160827	9606.ENSP00000219172
9606.ENSP00000160382	9606.ENSP00000262269
9606.ENSP00000215587	9606.ENSP00000252996
9606.ENSP00000211287	9606.ENSP00000256079
9606.ENSP00000229328	9606.ENSP00000258418
9606.ENSP00000001008	9606.ENSP00000246802
9606.ENSP00000219070	9606.ENSP00000204961
9606.ENSP00000245479	9606.ENSP00000261769
9606.ENSP00000157812	9606.ENSP00000256707
9606.ENSP00000005340	9606.ENSP00000240093
9606.ENSP00000011653	9606.ENSP00000046794
9606.ENSP00000261890	9606.ENSP00000261769
9606.ENSP00000240055	9606.ENSP00000216122
9606.ENSP00000215781	9606.ENSP00000226730
9606.ENSP00000250971	9606.ENSP00000223095
9606.ENSP00000081029	9606.ENSP00000261413
9606.ENSP00000202773	9606.ENSP00000258455
9606.ENSP00000231449	9606.ENSP00000242338
9606.ENSP00000262320	9606.ENSP00000011619
9606.ENSP00000252818	9606.ENSP00000260227
9606.ENSP00000160382	9606.ENSP00000261839
9606.ENSP00000229794	9606.ENSP00000219070
9606.ENSP00000219476	9606.ENSP00000224237
9606.ENSP00000219255	9606.ENSP00000256078
9606.ENSP00000055335	9606.ENSP00000238994
9606.ENSP00000246957	9606.ENSP00000220003
9606.ENSP00000261769	9606.ENSP00000234071
9606.ENSP00000227378	9606.ENSP00000156471
9606.ENSP00000248150	9606.ENSP00000019103
9606.ENSP00000251337	9606.ENSP00000225688
9606.ENSP00000260356	9606.ENSP00000242057
9606.ENSP00000222598	9606.ENSP00000239243
9606.ENSP00000239849	9606.ENSP00000233946
9606.ENSP00000220751	9606.ENSP00000254654
9606.ENSP00000251849	9606.ENSP00000225688
9606.ENSP00000221543	9606.ENSP00000229824
9606.ENSP00000232461	9606.ENSP00000229955
9606.ENSP00000215781	9606.ENSP00000244174
9606.ENSP00000261769	9606.ENSP00000245451
9606.ENSP00000233944	9606.ENSP00000261195
9606.ENSP00000238714	9606.ENSP00000161863
9606.ENSP00000227507	9606.ENSP00000262291
9606.ENSP00000078429	9606.ENSP00000260600
9606.ENSP00000250559	9606.ENSP00000259371
9606.ENSP00000232461	9606.ENSP00000225688
9606.ENSP00000052754	9606.ENSP00000261037
9606.ENSP00000158771	9606.ENSP00000259512
9606.ENSP00000215659	9606.ENSP00000232461
9606.ENSP00000215659	9606.ENSP00000245960
9606.ENSP00000215659	9606.ENSP00000217188
9606.ENSP00000215832	9606.ENSP00000246115
9606.ENSP00000007516	9606.ENSP00000222214
9606.ENSP00000216117	9606.ENSP00000228463
9606.ENSP00000228682	9606.ENSP00000256585
9606.ENSP00000225474	9606.ENSP00000230882
9606.ENSP00000225474	9606.ENSP00000227752
9606.ENSP00000259632	9606.ENSP00000206474
9606.ENSP00000217244	9606.ENSP00000080059
9606.ENSP00000233944	9606.ENSP00000244289
9606.ENSP00000261845	9606.ENSP00000261991
9606.ENSP00000217964	9606.ENSP00000220584
9606.ENSP00000007969	9606.ENSP00000243563
9606.ENSP00000215832	9606.ENSP00000250896
9606.ENSP00000254101	9606.ENSP00000166244
9606.ENSP00000254227	9606.ENSP00000236850
9606.ENSP00000251337	9606.ENSP00000218006
9606.ENSP00000164133	9606.ENSP00000215980
9606.ENSP00000005340	9606.ENSP00000261890
9606.ENSP00000222254	9606.ENSP00000217233
9606.ENSP00000253339	9606.ENSP00000171887
9606.ENSP00000176195	9606.ENSP00000254661
9606.ENSP00000221930	9606.ENSP00000248553
9606.ENSP00000222330	9606.ENSP00000204961
9606.ENSP00000231228	9606.ENSP00000170630
9606.ENSP00000240139	9606.ENSP00000217188
9606.ENSP00000240139	9606.ENSP00000170447
9606.ENSP00000211287	9606.ENSP00000240335
9606.ENSP00000162749	9606.ENSP00000219334
9606.ENSP00000250971	9606.ENSP00000227507
9606.ENSP00000005340	9606.ENSP00000262193
9606.ENSP00000258743	9606.ENSP00000255030
9606.ENSP00000221452	9606.ENSP00000237014
9606.ENSP00000254878	9606.ENSP00000005178
9606.ENSP00000217244	9606.ENSP00000219782
9606.ENSP00000160382	9606.ENSP00000252725
9606.ENSP00000200135	9606.ENSP00000260753
9606.ENSP00000216554	9606.ENSP00000250784
9606.ENSP00000053469	9606.ENSP00000233969
9606.ENSP00000211287	9606.ENSP00000217188
9606.ENSP00000226574	9606.ENSP00000250151
9606.ENSP00000196551	9606.ENSP00000223324
9606.ENSP00000222330	9606.ENSP00000226574
9606.ENSP00000261531	9606.ENSP00000232424
9606.ENSP00000220772	9606.ENSP00000229030
9606.ENSP00000078429	9606.ENSP00000225688
9606.ENSP00000223369	9606.ENSP00000215730
9606.ENSP00000256079	9606.ENSP00000209873
9606.ENSP00000228534	9606.ENSP00000258743
9606.ENSP00000223369	9606.ENSP00000166345
9606.ENSP00000232564	9606.ENSP00000019103
9606.ENSP00000223095	9606.ENSP00000243077
9606.ENSP00000229264	9606.ENSP00000261991
9606.ENSP00000261609	9606.ENSP00000016946
9606.ENSP00000237500	9606.ENSP00000261207
9606.ENSP00000260443	9606.ENSP00000170168
9606.ENSP00000230449	9606.ENSP00000220062
9606.ENSP00000176195	9606.ENSP00000258456
9606.ENSP00000078429	9606.ENSP00000244007
9606.ENSP00000225245	9606.ENSP00000262345
9606.ENSP00000261845	9606.ENSP00000225688
9606.ENSP00000259808	9606.ENSP00000229002
9606.ENSP00000215832	9606.ENSP00000164133
9606.ENSP00000221138	9606.ENSP00000228841
9606.ENSP00000199814	9606.ENSP00000261172
9606.ENSP00000223364	9606.ENSP00000222125
9606.ENSP00000155926	9606.ENSP00000158166
9606.ENSP00000156471	9606.ENSP00000260382
9606.ENSP00000251849	9606.ENSP00000241463
9606.ENSP00000229264	9606.ENSP00000220062
9606.ENSP00000229135	9606.ENSP00000226730
9606.ENSP00000156471	9606.ENSP00000156109
9606.ENSP00000215659	9606.ENSP00000251337
9606.ENSP00000215574	9606.ENSP00000261721
9606.ENSP00000206249	9606.ENSP00000235372
9606.ENSP00000080059	9606.ENSP00000222270
9606.ENSP00000250971	9606.ENSP00000226574
9606.ENSP00000215659	9606.ENSP00000229264
9606.ENSP00000228307	9606.ENSP00000261937
9606.ENSP00000245451	9606.ENSP00000257566
9606.ENSP00000245479	9606.ENSP00000250003
9606.ENSP00000005340	9606.ENSP00000256196
9606.ENSP00000182290	9606.ENSP00000262017
9606.ENSP00000248996	9606.ENSP00000005257
9606.ENSP00000019103	9606.ENSP00000240652
9606.ENSP00000250971	9606.ENSP00000253408
9606.ENSP00000215832	9606.ENSP00000259808
9606.ENSP00000259915	9606.ENSP00000252463
9606.ENSP00000220003	9606.ENSP00000233607
9606.ENSP00000212015	9606.ENSP00000235329
9606.ENSP00000227507	9606.ENSP00000159111
9606.ENSP00000229264	9606.ENSP00000249389
9606.ENSP00000177694	9606.ENSP00000203629
9606.ENSP00000011898	9606.ENSP00000261177
9606.ENSP00000251337	9606.ENSP00000258302
9606.ENSP00000259089	9606.ENSP00000215368
9606.ENSP00000241453	9606.ENSP00000257430
9606.ENSP00000157812	9606.ENSP00000160373
9606.ENSP00000007516	9606.ENSP00000240285
9606.ENSP00000246957	9606.ENSP00000217233
9606.ENSP00000019103	9606.ENSP00000237527
9606.ENSP00000070846	9606.ENSP00000253812
9606.ENSP00000229264	9606.ENSP00000261170
9606.ENSP00000216225	9606.ENSP00000262144
9606.ENSP00000219409	9606.ENSP00000220062
9606.ENSP00000262238	9606.ENSP00000209728
9606.ENSP00000238081	9606.ENSP00000231368
9606.ENSP00000228682	9606.ENSP00000243344
9606.ENSP00000229794	9606.ENSP00000252723
9606.ENSP00000234040	9606.ENSP00000204961
9606.ENSP00000247219	9606.ENSP00000225983
9606.ENSP00000250971	9606.ENSP00000219794
9606.ENSP00000202677	9606.ENSP00000256196
9606.ENSP00000222573	9606.ENSP00000260356
9606.ENSP00000003084	9606.ENSP00000261479
9606.ENSP00000215832	9606.ENSP00000250111
9606.ENSP00000223023	9606.ENSP00000256001
9606.ENSP00000054668	9606.ENSP00000226413
9606.ENSP00000227507	9606.ENSP00000244741
9606.ENSP00000215832	9606.ENSP00000261017
9606.ENSP00000221515	9606.ENSP00000260010
9606.ENSP00000161863	9606.ENSP00000261708
9606.ENSP00000242104	9606.ENSP00000158166
9606.ENSP00000199814	9606.ENSP00000252622
9606.ENSP00000260970	9606.ENSP00000260682
9606.ENSP00000081029	9606.ENSP00000223324
9606.ENSP00000246657	9606.ENSP00000005180
9606.ENSP00000228825	9606.ENSP00000261017
9606.ENSP00000253055	9606.ENSP00000257430
9606.ENSP00000219255	9606.ENSP00000220507
9606.ENSP00000219476	9606.ENSP00000238081
9606.ENSP00000258743	9606.ENSP00000222553
9606.ENSP00000005340	9606.ENSP00000259406
9606.ENSP00000231449	9606.ENSP00000212015
9606.ENSP00000240055	9606.ENSP00000223210
9606.ENSP00000000233	9606.ENSP00000251849
9606.ENSP00000231449	9606.ENSP00000219235
9606.ENSP00000243253	9606.ENSP00000196551
9606.ENSP00000005178	9606.ENSP00000225577
9606.ENSP00000236192	9606.ENSP00000258301
9606.ENSP00000216373	9606.ENSP00000261799
9606.ENSP00000261769	9606.ENSP00000242261
9606.ENSP00000215832	9606.ENSP00000226730
9606.ENSP00000216367	9606.ENSP00000254719
9606.ENSP00000234040	9606.ENSP00000253792
9606.ENSP00000244537	9606.ENSP00000244661
9606.ENSP00000005340	9606.ENSP00000256953
9606.ENSP00000054666	9606.ENSP00000249071
9606.ENSP00000196551	9606.ENSP00000231887
9606.ENSP00000225792	9606.ENSP00000011619
9606.ENSP00000228928	9606.ENSP00000254719
9606.ENSP00000256474	9606.ENSP00000215574
9606.ENSP00000215587	9606.ENSP00000258962
9606.ENSP00000246957	9606.ENSP00000217185
9606.ENSP00000242577	9606.ENSP00000199447
9606.ENSP00000229264	9606.ENSP00000176195
9606.ENSP00000222330	9606.ENSP00000216639
9606.ENSP00000222157	9606.ENSP00000253801
9606.ENSP00000209884	9606.ENSP00000247977
9606.ENSP00000261845	9606.ENSP00000056233
9606.ENSP00000233084	9606.ENSP00000250863
9606.ENSP00000216797	9606.ENSP00000260967
9606.ENSP00000044462	9606.ENSP00000216797
9606.ENSP00000196551	9606.ENSP00000217182
9606.ENSP00000257627	9606.ENSP00000053469
9606.ENSP00000251849	9606.ENSP00000201979
9606.ENSP00000225474	9606.ENSP00000262345
9606.ENSP00000261991	9606.ENSP00000216101
9606.ENSP00000222573	9606.ENSP00000239462
9606.ENSP00000261799	9606.ENSP00000233154
9606.ENSP00000171757	9606.ENSP00000245983
9606.ENSP00000235310	9606.ENSP00000261769
9606.ENSP00000259089	9606.ENSP00000231487
9606.ENSP00000020945	9606.ENSP00000261769
9606.ENSP00000232461	9606.ENSP00000220062
9606.ENSP00000238081	9606.ENSP00000255641
9606.ENSP00000014930	9606.ENSP00000248564
9606.ENSP00000232564	9606.ENSP00000248706
9606.ENSP00000227507	9606.ENSP00000181839
9606.ENSP00000227665	9606.ENSP00000217964
9606.ENSP00000178640	9606.ENSP00000256953
9606.ENSP00000210313	9606.ENSP00000231487
9606.ENSP00000227507	9606.ENSP00000020945
9606.ENSP00000231449	9606.ENSP00000261769
9606.ENSP00000234040	9606.ENSP00000224337
9606.ENSP00000215793	9606.ENSP00000250173
9606.ENSP00000005340	9606.ENSP00000217131
9606.ENSP00000209884	9606.ENSP00000248272
9606.ENSP00000260926	9606.ENSP00000229307
9606.ENSP00000253055	9606.ENSP00000231487
9606.ENSP00000044462	9606.ENSP00000215071
9606.ENSP00000171111	9606.ENSP00000255977
9606.ENSP00000012443	9606.ENSP00000008527
9606.ENSP00000162749	9606.ENSP00000233946
9606.ENSP00000012443	9606.ENSP00000259089
9606.ENSP00000211287	9606.ENSP00000228928
9606.ENSP00000244741	9606.ENSP00000222574
9606.ENSP00000229794	9606.ENSP00000256953
9606.ENSP00000012443	9606.ENSP00000216144
9606.ENSP00000012443	9606.ENSP00000217185
9606.ENSP00000256383	9606.ENSP00000199389
9606.ENSP00000226730	9606.ENSP00000244174
9606.ENSP00000215956	9606.ENSP00000221419
9606.ENSP00000261845	9606.ENSP00000216101
9606.ENSP00000245541	9606.ENSP00000220509
9606.ENSP00000217652	9606.ENSP00000261207
9606.ENSP00000164227	9606.ENSP00000260967
9606.ENSP00000233057	9606.ENSP00000216797
9606.ENSP00000238738	9606.ENSP00000216487
9606.ENSP00000261233	9606.ENSP00000215368
9606.ENSP00000249071	9606.ENSP00000233154
9606.ENSP00000211287	9606.ENSP00000251337
9606.ENSP00000162023	9606.ENSP00000228644
9606.ENSP00000020673	9606.ENSP00000220507
9606.ENSP00000215574	9606.ENSP00000261211
9606.ENSP00000227524	9606.ENSP00000043402
9606.ENSP00000020673	9606.ENSP00000256078
9606.ENSP00000007516	9606.ENSP00000261465
9606.ENSP00000012443	9606.ENSP00000216639
9606.ENSP00000014930	9606.ENSP00000223642
9606.ENSP00000222305	9606.ENSP00000222390
9606.ENSP00000228928	9606.ENSP00000244537
9606.ENSP00000171111	9606.ENSP00000258123
9606.ENSP00000005178	9606.ENSP00000227868
9606.ENSP00000075503	9606.ENSP00000204961
9606.ENSP00000216373	9606.ENSP00000251849
9606.ENSP00000012443	9606.ENSP00000261609
9606.ENSP00000248996	9606.ENSP00000216127
9606.ENSP00000219070	9606.ENSP00000250405
9606.ENSP00000261531	9606.ENSP00000215829
9606.ENSP00000225245	9606.ENSP00000226574
9606.ENSP00000240055	9606.ENSP00000216923
9606.ENSP00000242577	9606.ENSP00000206474
9606.ENSP00000256079	9606.ENSP00000162023
9606.ENSP00000223023	9606.ENSP00000254286
9606.ENSP00000053468	9606.ENSP00000245539
9606.ENSP00000014930	9606.ENSP00000216629
9606.ENSP00000250971	9606.ENSP00000258743
9606.ENSP00000215829	9606.ENSP00000262056
9606.ENSP00000229332	9606.ENSP00000232219
9606.ENSP00000216727	9606.ENSP00000161863
9606.ENSP00000221930	9606.ENSP00000052754
9606.ENSP00000249356	9606.ENSP00000216037
9606.ENSP00000225792	9606.ENSP00000161863
9606.ENSP00000262158	9606.ENSP00000218008
9606.ENSP00000016946	9606.ENSP00000262077
9606.ENSP00000228534	9606.ENSP00000256452
9606.ENSP00000248975	9606.ENSP00000216101
9606.ENSP00000156109	9606.ENSP00000216252
9606.ENSP00000078429	9606.ENSP00000216127
9606.ENSP00000012443	9606.ENSP00000237500
9606.ENSP00000261799	9606.ENSP00000220507
9606.ENSP00000247986	9606.ENSP00000194214
9606.ENSP00000232461	9606.ENSP00000225577
9606.ENSP00000228928	9606.ENSP00000083182
9606.ENSP00000205890	9606.ENSP00000252071
9606.ENSP00000246071	9606.ENSP00000156109
9606.ENSP00000254101	9606.ENSP00000232375
9606.ENSP00000229794	9606.ENSP00000238738
9606.ENSP00000221930	9606.ENSP00000218388
9606.ENSP00000224764	9606.ENSP00000257868
9606.ENSP00000053468	9606.ENSP00000215956
9606.ENSP00000215071	9606.ENSP00000229758
9606.ENSP00000176183	9606.ENSP00000249284
9606.ENSP00000250971	9606.ENSP00000216117
9606.ENSP00000248975	9606.ENSP00000216274
9606.ENSP00000228825	9606.ENSP00000160382
9606.ENSP00000221138	9606.ENSP00000262211
9606.ENSP00000204615	9606.ENSP00000256452
9606.ENSP00000258743	9606.ENSP00000221972
9606.ENSP00000261799	9606.ENSP00000224337
