>/home/user1/code/PPIKG/method/AFTGAN/data/SYS30k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS30k.txt
4932.YDR404C	4932.YMR290C
4932.YHR048W	4932.YNL098C
4932.YGR234W	4932.YKL157W
4932.YBR229C	4932.YCR083W
4932.YCR027C	4932.YKL062W
4932.YER103W	4932.YKL010C
4932.YGL141W	4932.YMR068W
4932.YHR102W	4932.YPL150W
4932.YNL002C	4932.YPL090C
4932.YBR169C	4932.YDR286C
4932.YBL026W	4932.YJL124C
4932.YCR060W	4932.YIL001W
4932.YGR103W	4932.YMR131C
4932.YBR208C	4932.YER028C
4932.YHR205W	4932.YIL036W
4932.YEL037C	4932.YLR238W
4932.YCR020C-A	4932.YDR473C
4932.YCR051W	4932.YER081W
4932.YKR055W	4932.YNL217W
4932.YHR042W	4932.YKL062W
4932.YBR102C	4932.YLR166C
4932.YPL089C	4932.YPR054W
4932.YIL113W	4932.YNL167C
4932.YML007W	4932.YMR112C
4932.YBL016W	4932.YDR385W
4932.YDR311W	4932.YGR274C
4932.YDL079C	4932.YHR082C
4932.YJL129C	4932.YKL142W
4932.YDR502C	4932.YGR044C
4932.YJL034W	4932.YNL240C
4932.YJL074C	4932.YPR007C
4932.YBR182C	4932.YPL116W
4932.YHR218W	4932.YNL248C
4932.YDL030W	4932.YHR086W
4932.YDR328C	4932.YPL150W
4932.YIL177C	4932.YOR233W
4932.YDR216W	4932.YFR016C
4932.YDL154W	4932.YGR258C
4932.YDR139C	4932.YNR036C
4932.YAL041W	4932.YNL090W
4932.YDL082W	4932.YEL026W
4932.YER171W	4932.YOR217W
4932.YAL038W	4932.YKL171W
4932.YBR066C	4932.YIR013C
4932.YDR139C	4932.YDR253C
4932.YGL076C	4932.YHR147C
4932.YLL001W	4932.YPR079W
4932.YNR037C	4932.YPR132W
4932.YJR058C	4932.YNL090W
4932.YLR259C	4932.YPR034W
4932.YER031C	4932.YKL193C
4932.YER013W	4932.YLR369W
4932.YHR197W	4932.YNL182C
4932.YGR085C	4932.YJR094W-A
4932.YML065W	4932.YML081W
4932.YJR045C	4932.YNL020C
4932.YAL017W	4932.YOL100W
4932.YLR117C	4932.YOR353C
4932.YAL058W	4932.YDR518W
4932.YDR462W	4932.YGR034W
4932.YJL177W	4932.YNL284C
4932.YBR114W	4932.YDR409W
4932.YGR244C	4932.YLR043C
4932.YDR139C	4932.YGR167W
4932.YLR240W	4932.YML081W
4932.YER131W	4932.YGL123W
4932.YDR395W	4932.YER105C
4932.YBR164C	4932.YNL217W
4932.YDL048C	4932.YLR107W
4932.YAL021C	4932.YLR131C
4932.YER177W	4932.YNL045W
4932.YER171W	4932.YPL022W
4932.YAL021C	4932.YPL184C
4932.YHR141C	4932.YIL133C
4932.YGR056W	4932.YKR034W
4932.YBR233W	4932.YOR369C
4932.YGR184C	4932.YJR036C
4932.YHR218W-A	4932.YLL039C
4932.YNL317W	4932.YPR119W
4932.YGL073W	4932.YPL240C
4932.YHR079C	4932.YPR204W
4932.YDL209C	4932.YER176W
4932.YBR155W	4932.YGR187C
4932.YBL092W	4932.YOL039W
4932.YBR010W	4932.YKR029C
4932.YKL221W	4932.YLR081W
4932.YIL050W	4932.YPR120C
4932.YCL024W	4932.YNL330C
4932.YOR373W	4932.YPR119W
4932.YMR169C	4932.YPL106C
4932.YDL081C	4932.YER131W
4932.YDR043C	4932.YPL089C
4932.YBL003C	4932.YDR129C
4932.YHR023W	4932.YPR165W
4932.YML059C	4932.YNL077W
4932.YLR182W	4932.YOR003W
4932.YAL021C	4932.YGL209W
4932.YER095W	4932.YGR233C
4932.YDR394W	4932.YPR119W
4932.YGR232W	4932.YNL304W
4932.YKL028W	4932.YPR013C
4932.YBL003C	4932.YLR115W
4932.YDL134C	4932.YFR028C
4932.YGR027C	4932.YPL143W
4932.YDR404C	4932.YLR147C
4932.YDL048C	4932.YDR510W
4932.YGR034W	4932.YLR467W
4932.YFL034C-A	4932.YHL015W
4932.YDL074C	4932.YNL006W
4932.YBR084C-A	4932.YDR012W
4932.YDR043C	4932.YDR059C
4932.YBR049C	4932.YGL209W
4932.YDR139C	4932.YML081W
4932.YBL085W	4932.YBR238C
4932.YGR195W	4932.YPL081W
4932.YCL024W	4932.YNL154C
4932.YBR119W	4932.YBR233W
4932.YCL043C	4932.YPL213W
4932.YGR133W	4932.YKL171W
4932.YKR001C	4932.YMR033W
4932.YBL016W	4932.YGL073W
4932.YLR333C	4932.YPR080W
4932.YDL043C	4932.YEL030W
4932.YBR169C	4932.YER048C
4932.YER190W	4932.YHR064C
4932.YGR252W	4932.YJR065C
4932.YDR043C	4932.YPR111W
4932.YNL113W	4932.YOR341W
4932.YMR186W	4932.YOL013C
4932.YNL209W	4932.YPL150W
4932.YKL161C	4932.YMR008C
4932.YBL099W	4932.YEL051W
4932.YBR044C	4932.YDR419W
4932.YBR202W	4932.YNL262W
4932.YHR026W	4932.YKL016C
4932.YFR036W	4932.YGR109C
4932.YBR118W	4932.YDL213C
4932.YBL111C	4932.YMR125W
4932.YGR209C	4932.YPL213W
4932.YDR116C	4932.YMR121C
4932.YGL030W	4932.YML026C
4932.YNL016W	4932.YOL041C
4932.YHR021C	4932.YKL170W
4932.YDR502C	4932.YJR127C
4932.YBR088C	4932.YBR245C
4932.YNL007C	4932.YOR027W
4932.YBR160W	4932.YPR108W
4932.YBR251W	4932.YHR203C
4932.YDL155W	4932.YNL307C
4932.YDL136W	4932.YLR325C
4932.YBR082C	4932.YJR068W
4932.YIL069C	4932.YML073C
4932.YHR030C	4932.YPL141C
4932.YBL103C	4932.YDR190C
4932.YHR205W	4932.YKL126W
4932.YIL113W	4932.YPR104C
4932.YDL136W	4932.YNL284C
4932.YDR460W	4932.YMR201C
4932.YIL142W	4932.YOR141C
4932.YER028C	4932.YMR236W
4932.YKL049C	4932.YNL209W
4932.YHR098C	4932.YIL109C
4932.YDL171C	4932.YGR124W
4932.YOR090C	4932.YPL026C
4932.YOL111C	4932.YPL213W
4932.YGL145W	4932.YLR268W
4932.YGR118W	4932.YMR242C
4932.YHR090C	4932.YNL021W
4932.Q0130	4932.YLR008C
4932.YDR172W	4932.YER126C
4932.YBR283C	4932.YHL004W
4932.YBR182C	4932.YNL065W
4932.YDR170W-A	4932.YOL103W-A
4932.YEL037C	4932.YIL018W
4932.YDR517W	4932.YGR109C
4932.YGL094C	4932.YHR084W
4932.YBR118W	4932.YKL056C
4932.YKR055W	4932.YOR127W
4932.YDR418W	4932.YDR447C
4932.YKR008W	4932.YKR104W
4932.YDR224C	4932.YPL129W
4932.YJR036C	4932.YKL198C
4932.YDL002C	4932.YNL021W
4932.YDR041W	4932.YNL302C
4932.YGR118W	4932.YIL133C
4932.YLL067C	4932.YNL209W
4932.YDL116W	4932.YGL092W
4932.YAL035W	4932.YGL147C
4932.YGL120C	4932.YKR059W
4932.YHR206W	4932.YLR090W
4932.YKL193C	4932.YOR384W
4932.YFR037C	4932.YPL082C
4932.YJL136C	4932.YNL178W
4932.YDR385W	4932.YDR404C
4932.YBR118W	4932.YDL229W
4932.YDL084W	4932.YDR026C
4932.YOR159C	4932.YOR207C
4932.YDR358W	4932.YJL024C
4932.YLR182W	4932.YLR442C
4932.YDL130W	4932.YNR036C
4932.YKL144C	4932.YOR224C
4932.YKL166C	4932.YNL108C
4932.YGL210W	4932.YIR026C
4932.YOR195W	4932.YPL209C
4932.YCL024W	4932.YNR035C
4932.YDR098C	4932.YJR045C
4932.YJL225C	4932.YOR233W
4932.YER081W	4932.YLR131C
4932.YKR008W	4932.YKR029C
4932.YDL111C	4932.YMR121C
4932.YER075C	4932.YHR079C
4932.YEL061C	4932.YGL003C
4932.YMR139W	4932.YNL204C
4932.YEL030W	4932.YJL033W
4932.YLR441C	4932.YNL178W
4932.YDR320C-A	4932.YOR195W
4932.YDL079C	4932.YLR467W
4932.YBR182C	4932.YEL009C
4932.YOR231W	4932.YPL141C
4932.YDR146C	4932.YGR186W
4932.YIL050W	4932.YPR056W
4932.YNL262W	4932.YPL082C
4932.YGL003C	4932.YHR166C
4932.YHR128W	4932.YLR131C
4932.YIL061C	4932.YMR036C
4932.YDR322W	4932.YML009C
4932.YJR065C	4932.YPR052C
4932.YDR099W	4932.YGL190C
4932.YDR253C	4932.YJR066W
4932.YHR079C	4932.YOR016C
4932.YCL024W	4932.YPL239W
4932.YDR500C	4932.YOR167C
4932.YDL064W	4932.YDR096W
4932.YIR026C	4932.YKL010C
4932.YBR146W	4932.YPL090C
4932.YJL136C	4932.YNR036C
4932.YDR054C	4932.YJL105W
4932.YGR274C	4932.YMR005W
4932.YER020W	4932.YOR351C
4932.YDR264C	4932.YLR210W
4932.YDR217C	4932.YOR267C
4932.YKL139W	4932.YLR113W
4932.YDR432W	4932.YMR288W
4932.YER162C	4932.YOR257W
4932.YDR373W	4932.YJL081C
4932.YDL130W	4932.YLR406C
4932.YBL019W	4932.YOL043C
4932.YER169W	4932.YML126C
4932.YDR146C	4932.YPL150W
4932.YIL061C	4932.YJL203W
4932.YBR081C	4932.YDR264C
4932.YFL021W	4932.YMR033W
4932.YDL077C	4932.YDL143W
4932.YDL047W	4932.YML081W
4932.YDL159W	4932.YGL210W
4932.YHL019C	4932.YNL325C
4932.YDL136W	4932.YOR234C
4932.YBL075C	4932.YDR247W
4932.YAL021C	4932.YDR099W
4932.YML081W	4932.YPL216W
4932.YJR009C	4932.YLR259C
4932.YEL050C	4932.YMR276W
4932.YDR155C	4932.YJR045C
4932.YBL088C	4932.YJR066W
4932.YIR001C	4932.YPR187W
4932.YLR333C	4932.YOR293W
4932.YDL030W	4932.YMR240C
4932.YGR052W	4932.YMR139W
4932.YDR471W	4932.YNR037C
4932.YER117W	4932.YFR031C-A
4932.YGR274C	4932.YIL143C
4932.YDR116C	4932.YNL162W
4932.YDR524C	4932.YOR109W
4932.YIL078W	4932.YKL173W
4932.YGR296W	4932.YLR116W
4932.YER032W	4932.YER165W
4932.YLR182W	4932.YMR182C
4932.YGL135W	4932.YPR102C
4932.YHR164C	4932.YNL339C
4932.YBL097W	4932.YDR388W
4932.YER126C	4932.YER165W
4932.YBL026W	4932.YNL138W-A
4932.YOR287C	4932.YOR310C
4932.YCR051W	4932.YDR129C
4932.YCL031C	4932.YNL075W
4932.YHL033C	4932.YLR438C-A
4932.YMR236W	4932.YPL216W
4932.YER165W	4932.YLR325C
4932.YDR385W	4932.YOR341W
4932.YOR267C	4932.YPL026C
4932.YJL225C	4932.YMR287C
4932.YNR036C	4932.YOR312C
4932.YDR167W	4932.YGL070C
4932.YEL032W	4932.YPL239W
4932.YMR061W	4932.YPL064C
4932.YCR052W	4932.YGR052W
4932.YDR243C	4932.YGL251C
4932.YHR205W	4932.YPL026C
4932.YBR082C	4932.YGL106W
4932.YKR029C	4932.YNL030W
4932.YDR235W	4932.YML069W
4932.YGL049C	4932.YJL191W
4932.YER074W	4932.YML026C
4932.YGR070W	4932.YMR139W
4932.YDL070W	4932.YML078W
4932.YGL135W	4932.YIL069C
4932.YDR043C	4932.YMR199W
4932.YER081W	4932.YIL126W
4932.YLR315W	4932.YPL018W
4932.YDL075W	4932.YDR025W
4932.YDR388W	4932.YIL039W
4932.YDL192W	4932.YHR023W
4932.YDL192W	4932.YOR094W
4932.YDR096W	4932.YGL094C
4932.YBR175W	4932.YNL330C
4932.YGR091W	4932.YMR199W
4932.YBR175W	4932.YOR014W
4932.YJL005W	4932.YOR212W
4932.YNL002C	4932.YPL079W
4932.YAR007C	4932.YNL102W
4932.YFR014C	4932.YGL179C
4932.YDR237W	4932.YIL052C
4932.YER107C	4932.YJL039C
4932.YDR096W	4932.YOR373W
4932.YBR031W	4932.YDR405W
4932.YEL026W	4932.YML026C
4932.YLR418C	4932.YOR123C
4932.YEL026W	4932.YMR288W
4932.YBR082C	4932.YJL168C
4932.YHR218W	4932.YKL073W
4932.YAL030W	4932.YGR152C
4932.YDL155W	4932.YOR259C
4932.YFL039C	4932.YGR002C
4932.YJL080C	4932.YMR116C
4932.YBR010W	4932.YOL069W
4932.YLR086W	4932.YNL030W
4932.YMR290C	4932.YPR152C
4932.YKL092C	4932.YMR182C
4932.YBL026W	4932.YJL203W
4932.YBL103C	4932.YPL150W
4932.YEL026W	4932.YOR063W
4932.YHR216W	4932.YOR250C
4932.YBR154C	4932.YPR082C
4932.YGR040W	4932.YJR058C
4932.YBR028C	4932.YOR353C
4932.YNL027W	4932.YPR111W
4932.YFL039C	4932.YKL203C
4932.YDR043C	4932.YNL154C
4932.YBL105C	4932.YBR160W
4932.YEL026W	4932.YMR216C
4932.YDR432W	4932.YOR117W
4932.YCR083W	4932.YJL130C
4932.YMR104C	4932.YPL184C
4932.YDL070W	4932.YHR205W
4932.YER103W	4932.YGR152C
4932.YDR498C	4932.YGR009C
4932.YJL005W	4932.YML064C
4932.YER006W	4932.YLR074C
4932.YAR019C	4932.YMR186W
4932.YBR119W	4932.YML133C
4932.YJL005W	4932.YJL203W
4932.YDR216W	4932.YNL304W
4932.YCR084C	4932.YOL005C
4932.YGL031C	4932.YNL302C
4932.YLR229C	4932.YMR109W
4932.YDR059C	4932.YGR003W
4932.YNL189W	4932.YOR098C
4932.YDL048C	4932.YHR042W
4932.YPL216W	4932.YPR054W
4932.YFL038C	4932.YLR268W
4932.YHR129C	4932.YJR127C
4932.YJL002C	4932.YOR362C
4932.YFR004W	4932.YOR117W
4932.YIL074C	4932.YJR127C
4932.YOR107W	4932.YOR233W
4932.YBR136W	4932.YGR109C
4932.YDL056W	4932.YDR146C
4932.YNL139C	4932.YOR396W
4932.YOR236W	4932.YPL038W
4932.YLR433C	4932.YML057W
4932.YKL203C	4932.YML026C
4932.YDL192W	4932.YJR065C
4932.YDL230W	4932.YPR054W
4932.YAL035W	4932.YNL284C
4932.YGR044C	4932.YJR094C
4932.YIL031W	4932.YJL153C
4932.YAR042W	4932.YER120W
4932.YGR203W	4932.YNL098C
4932.YDR328C	4932.YML068W
4932.YFR031C-A	4932.YOR234C
4932.YCR071C	4932.YML009C
4932.YCR033W	4932.YMR273C
4932.YIL069C	4932.YOR096W
4932.YDL056W	4932.YPR019W
4932.YAL040C	4932.YMR224C
4932.YFR031C	4932.YKL079W
4932.YKR055W	4932.YNL307C
4932.YML026C	4932.YOL120C
4932.YOL128C	4932.YOR233W
4932.YKR081C	4932.YPR045C
4932.YLR113W	4932.YML028W
4932.YCR051W	4932.YMR276W
4932.YHR047C	4932.YIL120W
4932.YKL079W	4932.YPR141C
4932.YKL003C	4932.YML009C
4932.YKL009W	4932.YPL198W
4932.YER146W	4932.YGL120C
4932.YGL043W	4932.YMR201C
4932.YGR155W	4932.YKL171W
4932.YBR046C	4932.YLR426W
4932.YGR188C	4932.YJR112W
4932.YKL194C	4932.YLR048W
4932.YDR429C	4932.YLL045C
4932.YMR146C	4932.YNL096C
4932.YBR080C	4932.YBR170C
4932.YDL229W	4932.YER102W
4932.YGR152C	4932.YHR108W
4932.YDR237W	4932.YNL185C
4932.YGL206C	4932.YPL150W
4932.YDL188C	4932.YDR477W
4932.YKL124W	4932.YOR233W
4932.YDR385W	4932.YFL016C
4932.YBR289W	4932.YOR341W
4932.YDR043C	4932.YKR103W
4932.YBR234C	4932.YIL001W
4932.YDL213C	4932.YPL054W
4932.YDR064W	4932.YOL039W
4932.YDL017W	4932.YLR274W
4932.YDR416W	4932.YGL070C
4932.YGR233C	4932.YPL216W
4932.YPL048W	4932.YPR033C
4932.YDR028C	4932.YOR267C
4932.YBR009C	4932.YER116C
4932.YAL035W	4932.YPL220W
4932.YDL111C	4932.YGR195W
4932.YKL193C	4932.YMR276W
4932.YJL177W	4932.YLR167W
4932.YGR028W	4932.YLR167W
4932.YHR099W	4932.YOR267C
4932.YML015C	4932.YPL216W
4932.YBR065C	4932.YMR213W
4932.YDR436W	4932.YGL106W
4932.YLR212C	4932.YML064C
4932.YDR098C	4932.YNL209W
4932.YGL100W	4932.YJL041W
4932.YAL033W	4932.YHR062C
4932.YMR049C	4932.YPL093W
4932.YHR082C	4932.YKL126W
4932.YCL024W	4932.YIL126W
4932.YMR230W	4932.YPR080W
4932.YFR044C	4932.YMR062C
4932.YCR031C	4932.YOL127W
4932.YLR425W	4932.YMR104C
4932.YNL273W	4932.YOL006C
4932.YDL188C	4932.YDR507C
4932.YDL029W	4932.YPL213W
4932.YJR094W-A	4932.YOR167C
4932.YGR252W	4932.YOL012C
4932.YKL078W	4932.YMR080C
4932.YER129W	4932.YKL101W
4932.YCL024W	4932.YLR077W
4932.YLR197W	4932.YMR290C
4932.YCR027C	4932.YDL134C
4932.YAL005C	4932.YER174C
4932.YJL112W	4932.YMR037C
4932.YHR084W	4932.YJR048W
4932.YEL026W	4932.YFR031C-A
4932.YEL022W	4932.YNL180C
4932.YDR116C	4932.YJL177W
4932.YOR096W	4932.YPL090C
4932.YLL024C	4932.YML124C
4932.YBR191W	4932.YDR116C
4932.YDR145W	4932.YPR086W
4932.YDR237W	4932.YML026C
4932.YDR092W	4932.YDR177W
4932.YDR139C	4932.YJR125C
4932.YER103W	4932.YLL067C
4932.YOR127W	4932.YPL239W
4932.YJL190C	4932.YPL090C
4932.YDR194C	4932.YFL029C
4932.YJR066W	4932.YNL273W
4932.YDR176W	4932.YLR240W
4932.YDL137W	4932.YOR327C
4932.YCR072C	4932.YGR152C
4932.YDR096W	4932.YER051W
4932.YEL037C	4932.YER125W
4932.YDR043C	4932.YNL077W
4932.YKL196C	4932.YMR276W
4932.YDR045C	4932.YPR010C
4932.YIR035C	4932.YJL164C
4932.YCL018W	4932.YHR216W
4932.YOR116C	4932.YPL063W
4932.YDL137W	4932.YPR055W
4932.YGL087C	4932.YOR244W
4932.YLR075W	4932.YNL162W
4932.YBR202W	4932.YGL201C
4932.YHR079C	4932.YMR136W
4932.YCR018C	4932.YPL141C
4932.YIL148W	4932.YOR182C
4932.YLR399C	4932.YPL021W
4932.YDR139C	4932.YDR235W
4932.YBR212W	4932.YLR466W
4932.YHL004W	4932.YML133C
4932.YDR373W	4932.YDR456W
4932.YGL210W	4932.YPL115C
4932.YNL229C	4932.YPR080W
4932.YNL312W	4932.YOL094C
4932.YAR007C	4932.YOR144C
4932.YKL180W	4932.YLR340W
4932.YGR027C	4932.YKL170W
4932.YBL111C	4932.YGR214W
4932.YDR545W	4932.YLR419W
4932.YBR008C	4932.YOR101W
4932.YLR388W	4932.YOL121C
4932.YFL017W-A	4932.YOR373W
4932.YIL018W	4932.YMR276W
4932.YHR052W	4932.YLR106C
4932.YDR174W	4932.YGL207W
4932.YDR155C	4932.YJL041W
4932.YBR276C	4932.YDR264C
4932.YDL061C	4932.YNL178W
4932.YDR264C	4932.YPL116W
4932.YKL062W	4932.YPR048W
4932.YGR148C	4932.YOR096W
4932.YCL024W	4932.YMR154C
4932.YFR031C-A	4932.YLR167W
4932.YMR260C	4932.YPL249C-A
4932.YJR036C	4932.YMR139W
4932.YCR031C	4932.YJL177W
4932.YAL029C	4932.YCR027C
4932.YJL141C	4932.YOR208W
4932.YER095W	4932.YML032C
4932.YBR082C	4932.YDR096W
4932.YDL030W	4932.YLR438C-A
4932.YIL133C	4932.YLR388W
4932.YBR009C	4932.YOR244W
4932.YER028C	4932.YFR030W
4932.YNL137C	4932.YNL162W
4932.YDR064W	4932.YGL123W
4932.YFR005C	4932.YHR165C
4932.YDR283C	4932.YPL240C
4932.YLR185W	4932.YLR287C-A
4932.YER031C	4932.YNR060W
4932.YJL005W	4932.YJL034W
4932.YLR441C	4932.YNL185C
4932.YOL006C	4932.YPR019W
4932.YGR152C	4932.YKL079W
4932.YGR048W	4932.YLL034C
4932.YDR059C	4932.YIL001W
4932.YBR081C	4932.YJR035W
4932.YGL068W	4932.YOR063W
4932.YAL035W	4932.YNL177C
4932.YER133W	4932.YOR101W
4932.YCR009C	4932.YPR165W
4932.YJR145C	4932.YPL079W
4932.YDR246W	4932.YLR026C
4932.YHR082C	4932.YLR077W
4932.YBL038W	4932.YHR021C
4932.YBR268W	4932.YCR003W
4932.YDL240W	4932.YMR154C
4932.YOR373W	4932.YPL239W
4932.YBR081C	4932.YKL085W
4932.YOL120C	4932.YOR182C
4932.YDR447C	4932.YJL189W
4932.YDR167W	4932.YHR099W
4932.YFR001W	4932.YMR290C
4932.YBL088C	4932.YER169W
4932.YNL201C	4932.YNR032W
4932.YMR288W	4932.YOR133W
4932.YDL149W	4932.YPR049C
4932.YBR010W	4932.YCL024W
4932.YBL105C	4932.YFR023W
4932.YCR031C	4932.YNL301C
4932.YDR457W	4932.YHR205W
4932.YHR082C	4932.YJL005W
4932.YDR523C	4932.YMR068W
4932.YIL109C	4932.YLR208W
4932.YBR164C	4932.YFR019W
4932.YMR276W	4932.YNL116W
4932.YLR441C	4932.YOL127W
4932.YHR119W	4932.YOR207C
4932.YEL037C	4932.YNL178W
4932.YDR099W	4932.YPR165W
4932.YBL088C	4932.YLR182W
4932.YGL209W	4932.YKR055W
4932.YPL169C	4932.YPL178W
4932.YDL008W	4932.YPL046C
4932.YDR099W	4932.YHR082C
4932.YLL015W	4932.YMR037C
4932.YIL150C	4932.YPR175W
4932.YKR059W	4932.YPL141C
4932.YDR264C	4932.YJL164C
4932.YDR349C	4932.YPL141C
4932.YBR222C	4932.YDR018C
4932.YDR139C	4932.YGL058W
4932.YDL056W	4932.YML088W
4932.YBR084C-A	4932.YOL121C
4932.YDL188C	4932.YKL198C
4932.YBL084C	4932.YGL244W
4932.YKR094C	4932.YPR022C
4932.YAL038W	4932.YOL128C
4932.YMR240C	4932.YOR210W
4932.YGL035C	4932.YGR186W
4932.YBL026W	4932.YPR178W
4932.YDL075W	4932.YIL052C
4932.YLL039C	4932.YNL116W
4932.YCL024W	4932.YPR068C
4932.YER130C	4932.YIL118W
4932.YBR212W	4932.YNL112W
4932.YGR040W	4932.YNL012W
4932.YGL070C	4932.YML081W
4932.YOR312C	4932.YOR369C
4932.YBR049C	4932.YGR056W
4932.YJL081C	4932.YMR042W
4932.YDR382W	4932.YOL111C
4932.YDR235W	4932.YIL001W
