>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YFR030W	4932.YHL027W
4932.YMR143W	4932.YMR193W
4932.YDR167W	4932.YDR448W
4932.YGR129W	4932.YLR117C
4932.YDL136W	4932.YKL156W
4932.YBL075C	4932.YLL001W
4932.YAR042W	4932.YER028C
4932.YCL029C	4932.YMR109W
4932.YGR270W	4932.YKL213C
4932.YFL009W	4932.YLR097C
4932.YLR321C	4932.YPR186C
4932.YDL083C	4932.YNL306W
4932.YIL112W	4932.YLR421C
4932.YGL058W	4932.YMR224C
4932.YDL226C	4932.YKL198C
4932.YBL038W	4932.YKL017C
4932.YBR149W	4932.YPR127W
4932.YMR268C	4932.YPR178W
4932.YNL330C	4932.YOL004W
4932.YGL189C	4932.YKL180W
4932.YIL021W	4932.YJL011C
4932.YBR119W	4932.YKL126W
4932.YKL032C	4932.YNL027W
4932.YLR357W	4932.YPL047W
4932.YLR260W	4932.YMR104C
4932.YEL055C	4932.YLL066C
4932.YGL135W	4932.YPL183W-A
4932.YER117W	4932.YHL004W
4932.YGR179C	4932.YPL269W
4932.YLR116W	4932.YOR116C
4932.YIL126W	4932.YNL068C
4932.YDL140C	4932.YMR304W
4932.YDR096W	4932.YLR318W
4932.YGR056W	4932.YGR281W
4932.YOL120C	4932.YOR293W
4932.YGL043W	4932.YPR178W
4932.YCR072C	4932.YML068W
4932.YDR145W	4932.YGL070C
4932.YCR093W	4932.YNL312W
4932.YHL019C	4932.YIL118W
4932.YBR084C-A	4932.YKL135C
4932.YNR053C	4932.YOR369C
4932.YAL005C	4932.YNL090W
4932.YNL229C	4932.YOR076C
4932.YDL143W	4932.YHR129C
4932.YBR181C	4932.YEL037C
4932.YGL147C	4932.YHR203C
4932.YGL123W	4932.YHR148W
4932.YLR399C	4932.YOR341W
4932.YHR102W	4932.YIL106W
4932.YDL140C	4932.YOR319W
4932.YEL050C	4932.YJL063C
4932.YKL203C	4932.YKR090W
4932.YDR155C	4932.YJL050W
4932.YHR203C	4932.YLR344W
4932.YER148W	4932.YOR194C
4932.YLL011W	4932.YOL133W
4932.YBL072C	4932.YDR012W
4932.YGL242C	4932.YML088W
4932.YHR082C	4932.YIL112W
4932.YJL168C	4932.YKL144C
4932.YKL173W	4932.YML049C
4932.YBR079C	4932.YHR186C
4932.YJL081C	4932.YOR353C
4932.YJR113C	4932.YMR230W
4932.YDR339C	4932.YDR398W
4932.YHR015W	4932.YOR259C
4932.YER045C	4932.YLR375W
4932.YLL060C	4932.YMR199W
4932.YDL126C	4932.YOR174W
4932.YBR031W	4932.YLR069C
4932.YGR056W	4932.YPL089C
4932.YHR169W	4932.YNR011C
4932.YDR092W	4932.YLR032W
4932.YBR028C	4932.YKL161C
4932.YBL105C	4932.YBR109C
4932.YBL002W	4932.YFR031C-A
4932.YBR008C	4932.YNL068C
4932.YJR036C	4932.YMR139W
4932.YGL206C	4932.YPR029C
4932.YDL064W	4932.YDL079C
4932.YFL003C	4932.YJL092W
4932.YDR148C	4932.YNL037C
4932.YOR367W	4932.YPL089C
4932.YBL111C	4932.YKL073W
4932.YKR094C	4932.YNL031C
4932.YBR135W	4932.YDL124W
4932.YIL131C	4932.YML027W
4932.YLR333C	4932.YOR167C
4932.YLR185W	4932.YPL220W
4932.YAL029C	4932.YPR034W
4932.YDR155C	4932.YML095C
4932.YIL094C	4932.YMR243C
4932.YOL040C	4932.YOR145C
4932.YEL054C	4932.YLR061W
4932.YKL101W	4932.YPL141C
4932.YOL039W	4932.YPL220W
4932.YDR457W	4932.YJL168C
4932.YBL060W	4932.YER020W
4932.YLR078C	4932.YLR396C
4932.YDR043C	4932.YGR109C
4932.YBR283C	4932.YMR286W
4932.YER177W	4932.YKL018W
4932.YAL021C	4932.YBR044C
4932.YDL047W	4932.YGL106W
4932.YBR109C	4932.YGL167C
4932.YER190W	4932.YKL126W
4932.YER130C	4932.YJL128C
4932.YDR216W	4932.YFL039C
4932.YDR237W	4932.YER074W
4932.YJL189W	4932.YML063W
4932.YHL004W	4932.YPR102C
4932.YGR252W	4932.YNL068C
4932.YCR051W	4932.YJL005W
4932.YHR216W	4932.YPR120C
4932.YER130C	4932.YIL118W
4932.YDR155C	4932.YER013W
4932.YDR064W	4932.YJL225C
4932.YBL016W	4932.YMR043W
4932.YKL129C	4932.YNL079C
4932.YDR429C	4932.YMR146C
4932.YBL068W-A	4932.YPL061W
4932.YHR066W	4932.YNL061W
4932.YGL123W	4932.YJL191W
4932.YGL215W	4932.YPL256C
4932.YGR162W	4932.YOL039W
4932.YER019C-A	4932.YLR066W
4932.YJR113C	4932.YLR388W
4932.YER157W	4932.YGL095C
4932.YDL076C	4932.YPR068C
4932.YIL061C	4932.YLL019C
4932.YJL194W	4932.YMR001C
4932.YDL029W	4932.YGL254W
4932.YFR030W	4932.YKL062W
4932.YKR008W	4932.YKR009C
4932.YDL006W	4932.YJL095W
4932.YJR005W	4932.YNL090W
4932.YML063W	4932.YNL067W
4932.YER134C	4932.YOR133W
4932.YGR192C	4932.YHR030C
4932.YER028C	4932.YOR064C
4932.YML133C	4932.YMR323W
4932.YNL175C	4932.YOR310C
4932.YIL128W	4932.YNL262W
4932.YKL002W	4932.YNR006W
4932.YBL063W	4932.YOR101W
4932.YJL013C	4932.YKL079W
4932.YBR146W	4932.YDR025W
4932.YGR027C	4932.YNL302C
4932.YNL217W	4932.YPL110C
4932.YGL115W	4932.YOR233W
4932.YKR001C	4932.YLL039C
4932.YBL105C	4932.YNL307C
4932.Q0130	4932.YEL051W
4932.YEL037C	4932.YPR180W
4932.YBR175W	4932.YPR013C
4932.YKL173W	4932.YML073C
4932.YDR264C	4932.YKR099W
4932.YDR292C	4932.YLR340W
4932.YMR104C	4932.YPL249C
4932.YBL075C	4932.YLR369W
4932.YDR264C	4932.YMR109W
4932.YKR090W	4932.YPR034W
4932.YLR442C	4932.YOR335C
4932.YHR186C	4932.YOL139C
4932.YOR033C	4932.YOR207C
4932.YBR118W	4932.YLR406C
4932.YDL192W	4932.YPL150W
4932.YGL031C	4932.YPR043W
4932.YDR405W	4932.YLR048W
4932.YDR194C	4932.YJR059W
4932.YBR109C	4932.YML057W
4932.YNL167C	4932.YPR022C
4932.YNR035C	4932.YPL026C
4932.YER146W	4932.YLR197W
4932.YGL194C	4932.YGR232W
4932.YER123W	4932.YHR082C
4932.YJL034W	4932.YPR034W
4932.YBL063W	4932.YLR229C
4932.YJL194W	4932.YMR068W
4932.YDR021W	4932.YGL049C
4932.YLR439W	4932.YPL183W-A
4932.YBR247C	4932.YOR369C
4932.YDR386W	4932.YPL024W
4932.YDR115W	4932.YJR113C
4932.YBR119W	4932.YDR155C
4932.YNR074C	4932.YOR251C
4932.YML059C	4932.YPL141C
4932.YFL021W	4932.YKL161C
4932.YBL038W	4932.YMR194W
4932.YBR289W	4932.YGR044C
4932.YDL097C	4932.YJL047C
4932.YGR091W	4932.YNR011C
4932.YLR467W	4932.YPL141C
4932.YOL061W	4932.YPL015C
4932.YCR093W	4932.YDL145C
4932.YBR181C	4932.YDR545W
4932.YER173W	4932.YLR305C
4932.YDL155W	4932.YPL203W
4932.YDR243C	4932.YLR183C
4932.YDL192W	4932.YKL135C
4932.YER082C	4932.YML093W
4932.YHR216W	4932.YLL015W
4932.YDR365W-B	4932.YOR346W
4932.YBR140C	4932.YPL230W
4932.YFL016C	4932.YKL173W
4932.YDR462W	4932.YGL068W
4932.YGR220C	4932.YOR293W
4932.YGR148C	4932.YLR061W
4932.YLR274W	4932.YOR244W
4932.YDL155W	4932.YOL001W
4932.YDR174W	4932.YNL021W
4932.YFR004W	4932.YOL139C
4932.YJL168C	4932.YPR068C
4932.YBL105C	4932.YGR044C
4932.YDR194C	4932.YNL002C
4932.YCL068C	4932.YKR035W-A
4932.YOR101W	4932.YPL155C
4932.YBR264C	4932.YKL196C
4932.YOL111C	4932.YPL198W
4932.YDL101C	4932.YKR008W
4932.YBL087C	4932.YDR116C
4932.YHR030C	4932.YHR086W
4932.YFR038W	4932.YMR127C
4932.YHR082C	4932.YOR003W
4932.YPR025C	4932.YPR086W
4932.YJR048W	4932.YNL055C
4932.YGR148C	4932.YOL023W
4932.YBR214W	4932.YOR014W
4932.YAR007C	4932.YDR311W
4932.YGR074W	4932.YPL064C
4932.YKL203C	4932.YNL183C
4932.YPL150W	4932.YPR054W
4932.YNL273W	4932.YOR144C
4932.YBR031W	4932.YDL061C
4932.YKL198C	4932.YNL217W
4932.YLR398C	4932.YML056C
4932.YDL056W	4932.YPL256C
4932.YBR245C	4932.YPR022C
4932.YBR079C	4932.YGR027C
4932.YBR048W	4932.YNL185C
4932.YBR198C	4932.YPR187W
4932.YER004W	4932.YFR009W
4932.YGR214W	4932.YLR009W
4932.YDR429C	4932.YIL069C
4932.YJR031C	4932.YPL010W
4932.YDL171C	4932.YKL150W
4932.YGR134W	4932.YNR052C
4932.YLR340W	4932.YLR378C
4932.YHL027W	4932.YJL176C
4932.YDR432W	4932.YLL036C
4932.YDR247W	4932.YHR146W
4932.YNL330C	4932.YPR179C
4932.YAR009C	4932.YLR274W
4932.YIL018W	4932.YKL006W
4932.YMR068W	4932.YOL111C
4932.YBL103C	4932.YDL079C
4932.YDL229W	4932.YIL022W
4932.YKL045W	4932.YPR175W
4932.YDR264C	4932.YFL026W
4932.YPR025C	4932.YPR185W
4932.YBR181C	4932.YDR194C
4932.YDR146C	4932.YLR310C
4932.YDL202W	4932.YHR064C
4932.YKL135C	4932.YPL218W
4932.YOR304W	4932.YPR086W
4932.YCL024W	4932.YDL047W
4932.YBR081C	4932.YHL027W
4932.YDR510W	4932.YKL062W
4932.YKL198C	4932.YNR012W
4932.YHR079C	4932.YHR099W
4932.YFR031C-A	4932.YPR100W
4932.YOR101W	4932.YOR181W
4932.YKL116C	4932.YMR068W
4932.YGL019W	4932.YHR084W
4932.YJL056C	4932.YOR353C
4932.YMR068W	4932.YOR107W
4932.YDR139C	4932.YPL079W
4932.YDR447C	4932.YGL030W
4932.YJL081C	4932.YPR015C
4932.YER103W	4932.YML064C
4932.YBR180W	4932.YKL126W
4932.YLR113W	4932.YOL016C
4932.YML040W	4932.YOR343W-A
4932.YKL206C	4932.YMR314W
4932.YGR186W	4932.YKL062W
4932.YDR098C	4932.YML130C
4932.YHR099W	4932.YNL183C
4932.YHL004W	4932.YHL015W
4932.YJR127C	4932.YLR107W
4932.YNL002C	4932.YNR037C
4932.YDR404C	4932.YLR399C
4932.YCL005W-A	4932.YPL234C
4932.YDL161W	4932.YOR211C
4932.YBR274W	4932.YMR139W
4932.YLR305C	4932.YNL021W
4932.YBR186W	4932.YDR411C
4932.YLR096W	4932.YMR139W
4932.YBR214W	4932.YJL005W
4932.YDR379W	4932.YPL031C
4932.YJR040W	4932.YMR139W
4932.YLR429W	4932.YPL032C
4932.YGR104C	4932.YPR070W
4932.YDR129C	4932.YJR127C
4932.YKL126W	4932.YPL089C
4932.YDR002W	4932.YHR064C
4932.YER040W	4932.YOL152W
4932.YDL134C	4932.YLL038C
4932.YOL094C	4932.YPR019W
4932.YMR161W	4932.YOL088C
4932.YBL088C	4932.YDL101C
4932.YDR021W	4932.YGL135W
4932.YGR167W	4932.YPL259C
4932.YOR373W	4932.YPL230W
4932.YMR068W	4932.YNL116W
4932.YDR177W	4932.YOL012C
4932.YDL143W	4932.YKL157W
4932.YEL050C	4932.YPR100W
4932.YER117W	4932.YMR121C
4932.YCR065W	4932.YGR044C
4932.YBL016W	4932.YOR094W
4932.YFL029C	4932.YFR031C
4932.YNL064C	4932.YPR186C
4932.YDR311W	4932.YGR005C
4932.YML078W	4932.YOR373W
4932.YMR182C	4932.YOR039W
4932.YLR375W	4932.YNL068C
4932.YLR229C	4932.YOR127W
4932.YGR285C	4932.YOR039W
4932.YBR214W	4932.YGL179C
4932.YOR369C	4932.YPR102C
4932.YGL097W	4932.YGR003W
4932.YAL034W-A	4932.YPL209C
4932.YHR065C	4932.YNR011C
4932.YIL138C	4932.YKL190W
4932.YER164W	4932.YLR357W
4932.YML026C	4932.YOR056C
4932.YGL011C	4932.YOR210W
4932.YGR040W	4932.YML028W
4932.YDR064W	4932.YDR292C
4932.YDL216C	4932.YDR429C
4932.YNL093W	4932.YOR373W
4932.YER102W	4932.YNL302C
4932.YBR079C	4932.YMR104C
4932.YFL016C	4932.YML085C
4932.YDR092W	4932.YOR244W
4932.YJL092W	4932.YOR033C
4932.YLR419W	4932.YOR133W
4932.YJL102W	4932.YPR010C
4932.YGR204W	4932.YLR043C
4932.YBR143C	4932.YMR276W
4932.YER172C	4932.YHR165C
4932.YHR088W	4932.YNL232W
4932.YDL120W	4932.YPL252C
4932.YBR251W	4932.YPR166C
4932.YDL064W	4932.YHR111W
4932.YJR059W	4932.YPR052C
4932.YGR252W	4932.YLR210W
4932.YDL142C	4932.YLR075W
4932.YDL079C	4932.YLR466W
4932.YIR006C	4932.YKR001C
4932.YCR060W	4932.YDR098C
4932.YDR448W	4932.YHR041C
4932.YNL002C	4932.YNL185C
4932.YCR042C	4932.YPR086W
4932.YMR070W	4932.YPR065W
4932.YDR256C	4932.YKL161C
4932.YDL229W	4932.YPR010C
4932.YBR048W	4932.YKR059W
4932.YAL017W	4932.YNR032W
4932.YBR154C	4932.YNL312W
4932.YBR081C	4932.YOR061W
4932.YCR052W	4932.YPR018W
4932.YLL039C	4932.YLR306W
4932.YFR031C-A	4932.YGR103W
4932.YHR099W	4932.YOR033C
4932.YBR181C	4932.YCL059C
4932.YDL230W	4932.YLR113W
4932.YDR216W	4932.YGL058W
4932.YBL105C	4932.YGR296W
4932.YML077W	4932.YMR218C
4932.YDR481C	4932.YKL165C
4932.YLR026C	4932.YLR078C
4932.YKL032C	4932.YPR022C
4932.YBL087C	4932.YLR333C
4932.YGR002C	4932.YMR127C
4932.YAR019C	4932.YPR165W
4932.YER013W	4932.YNL209W
4932.YJL006C	4932.YLR071C
4932.YBR201W	4932.YLL034C
4932.YLL024C	4932.YOL103W
4932.YBL002W	4932.YDR457W
4932.YGL209W	4932.YNR032W
4932.YBL038W	4932.YGR214W
4932.YBR048W	4932.YPR043W
4932.YDL132W	4932.YOR257W
4932.YGR072W	4932.YIL177C
4932.YDR097C	4932.YLR376C
4932.YHR058C	4932.YPL042C
4932.YGL189C	4932.YLR185W
4932.YDL079C	4932.YDL134C
4932.YNL090W	4932.YOR327C
4932.YDL090C	4932.YKL019W
4932.YDR054C	4932.YNL302C
4932.YDL048C	4932.YPR034W
4932.YBR251W	4932.YPL013C
4932.YBR251W	4932.YNL177C
4932.YBR025C	4932.YCR031C
4932.YBR010W	4932.YDR217C
4932.YBR195C	4932.YNL030W
4932.YBR179C	4932.YDR191W
4932.YBR107C	4932.YJR135C
4932.YHL007C	4932.YMR125W
4932.YJR005W	4932.YNL304W
4932.YBR181C	4932.YBR251W
4932.YAL067C	4932.YPL116W
4932.YJL102W	4932.YNR011C
4932.YLR167W	4932.YML026C
4932.YKL193C	4932.YLR229C
4932.YLR207W	4932.YML013W
4932.YDR247W	4932.YHR042W
4932.YDR129C	4932.YOR373W
4932.YBR112C	4932.YMR276W
4932.YOR351C	4932.YPL141C
4932.YIL118W	4932.YNL204C
4932.YBR073W	4932.YBR195C
4932.YDL132W	4932.YMR068W
4932.YMR236W	4932.YOL005C
4932.YDR026C	4932.YER013W
4932.YLR276C	4932.YNL002C
4932.YGR003W	4932.YJR059W
4932.YHR137W	4932.YOR310C
4932.YHR128W	4932.YOR132W
4932.YER050C	4932.YNL252C
4932.YOL041C	4932.YPL150W
4932.YHR082C	4932.YIL033C
4932.YDL213C	4932.YFL066C
4932.YDR026C	4932.YNL175C
4932.YDL002C	4932.YLR131C
4932.YBL112C	4932.YGR278W
4932.YGL104C	4932.YOR094W
4932.YBR087W	4932.YJR035W
4932.YBL016W	4932.YPR161C
4932.YCR011C	4932.YNL317W
4932.YDR404C	4932.YKR094C
4932.YDL192W	4932.YIL002C
4932.YDR418W	4932.YOR096W
4932.YHL007C	4932.YMR139W
4932.YDR174W	4932.YLR182W
4932.YCR027C	4932.YDR129C
4932.YGR162W	4932.YMR194W
4932.YAL027W	4932.YLR429W
4932.YDR388W	4932.YLR381W
4932.YGL254W	4932.YJL110C
4932.YML059C	4932.YPL061W
4932.YBR247C	4932.YCR031C
4932.YER041W	4932.YKL045W
4932.YBR146W	4932.YOR234C
4932.YJR123W	4932.YPR100W
4932.YFR032C-A	4932.YOL039W
4932.YGL078C	4932.YMR229C
4932.YDR253C	4932.YPR054W
4932.YKL012W	4932.YKL078W
4932.YDL079C	4932.YGR296W
4932.YHR022C	4932.YPL232W
4932.YBR295W	4932.YPL150W
4932.YBR136W	4932.YNL128W
4932.YER111C	4932.YPL038W
4932.YLR275W	4932.YPL213W
4932.YBR084C-A	4932.YJR123W
4932.YJR145C	4932.YOR204W
4932.YGR152C	4932.YIL113W
4932.YDR320C	4932.YPL259C
4932.YJR032W	4932.YOR369C
4932.YBR028C	4932.YPL213W
4932.YJL112W	4932.YOR113W
4932.YJL189W	4932.YMR276W
4932.YDR369C	4932.YHL022C
4932.YBR143C	4932.YPL079W
4932.YBR143C	4932.YDR140W
4932.YML064C	4932.YPL259C
4932.YGR271W	4932.YKL203C
4932.YCL024W	4932.YMR104C
4932.YDR524C	4932.YNL098C
4932.YBL072C	4932.YOL023W
4932.YDL137W	4932.YLR262C
4932.YGL210W	4932.YLR240W
4932.YLR043C	4932.YPL091W
4932.YNL106C	4932.YOR233W
4932.YHR203C	4932.YNL002C
4932.YBL016W	4932.YFR028C
4932.YJL138C	4932.YNL330C
4932.YML117W	4932.YOR310C
4932.YDR119W-A	4932.YGR183C
4932.YBL003C	4932.YDR204W
4932.YGL120C	4932.YLR430W
4932.YBR073W	4932.YPR186C
4932.YBR084C-A	4932.YOR167C
4932.YBR059C	4932.YER177W
4932.YCR065W	4932.YDL079C
4932.YKL171W	4932.YNL012W
4932.YIL177C	4932.YNL209W
4932.YKL161C	4932.YLR214W
4932.YKR057W	4932.YLR009W
4932.YJR059W	4932.YOR373W
4932.YJR050W	4932.YKL193C
4932.YGL115W	4932.YLR096W
4932.YAR042W	4932.YGL019W
4932.YDR146C	4932.YNL330C
4932.YFL037W	4932.YML064C
4932.YBR202W	4932.YDR335W
4932.YER056C-A	4932.YML073C
4932.YIL001W	4932.YLR274W
4932.YAR007C	4932.YDR045C
4932.YML117W	4932.YMR213W
4932.YBR087W	4932.YOR151C
4932.YPL127C	4932.YPL216W
4932.YGL158W	4932.YLR195C
4932.YGR020C	4932.YPR036W
4932.YER131W	4932.YKL180W
4932.YFR003C	4932.YNR032W
4932.YCR020C-A	4932.YLR117C
4932.YGL123W	4932.YPR102C
4932.YIL001W	4932.YOL145C
4932.YBL038W	4932.YDR471W
4932.YLL034C	4932.YOR353C
4932.YDR225W	4932.YGR275W
4932.YMR242C	4932.YMR286W
4932.YDR139C	4932.YMR001C
4932.YEL055C	4932.YER190W
4932.YML064C	4932.YNL272C
4932.YLR113W	4932.YPR186C
4932.YAL017W	4932.YPL031C
4932.YDL048C	4932.YIL035C
4932.YBR125C	4932.YIL001W
4932.YDL058W	4932.YDR238C
4932.YBR234C	4932.YGL137W
4932.YFL039C	4932.YKL129C
4932.YPL143W	4932.YPR102C
4932.YDL191W	4932.YJR123W
4932.YAL024C	4932.YHR084W
4932.YDL002C	4932.YKL062W
4932.YBR082C	4932.YPR188C
4932.YER177W	4932.YPR165W
4932.YDL137W	4932.YDR238C
4932.YER131W	4932.YMR143W
4932.YIR038C	4932.YLR210W
4932.YFR016C	4932.YML081W
4932.YLR388W	4932.YLR441C
4932.YIR037W	4932.YKL026C
4932.YLL024C	4932.YOR101W
4932.YBR049C	4932.YKL173W
4932.YML124C	4932.YPL015C
4932.YGR155W	4932.YML075C
4932.YLR304C	4932.YPR001W
4932.YGR233C	4932.YLR375W
4932.YDR113C	4932.YFR036W
4932.YGR052W	4932.YNL031C
4932.YDR097C	4932.YLR234W
4932.YNL053W	4932.YNL180C
4932.YGL205W	4932.YNL068C
4932.YDL191W	4932.YOR182C
4932.YHR064C	4932.YOR116C
4932.YHR135C	4932.YPR186C
4932.YBR082C	4932.YHL027W
4932.YBR073W	4932.YDR146C
4932.YBL004W	4932.YJR002W
4932.YGR027C	4932.YPR132W
4932.YGL076C	4932.YNL302C
4932.YJL005W	4932.YOL088C
4932.YIR026C	4932.YLR258W
4932.YER040W	4932.YNL027W
4932.YER056C-A	4932.YGL076C
4932.YJR123W	4932.YLR367W
4932.YCR018C	4932.YER130C
4932.YIL042C	4932.YOR180C
4932.YGL044C	4932.YJR093C
4932.YDL191W	4932.YOR312C
4932.YGR220C	4932.YOR312C
4932.YEL026W	4932.YPL079W
4932.YAR019C	4932.YDR075W
4932.YKL203C	4932.YPL150W
4932.YJR113C	4932.YOL111C
4932.YMR033W	4932.YOR367W
4932.YDR385W	4932.YML011C
4932.YER126C	4932.YPL143W
4932.YBR084C-A	4932.YNL096C
4932.YFL029C	4932.YGR056W
4932.YJR064W	4932.YLR369W
4932.YDR129C	4932.YJL005W
4932.YDL202W	4932.YGR085C
4932.YBR154C	4932.YGR246C
4932.YOL133W	4932.YOL145C
4932.YDR432W	4932.YDR518W
4932.YJL177W	4932.YKL009W
4932.YBL038W	4932.YDR237W
4932.YMR213W	4932.YOR133W
4932.YBL067C	4932.YLL039C
4932.YGL056C	4932.YMR207C
4932.YGR296W	4932.YPR068C
4932.YGL242C	4932.YHR099W
4932.YHR207C	4932.YPR031W
4932.YML093W	4932.YOR001W
4932.YOL139C	4932.YPL090C
4932.YBR031W	4932.YDL136W
4932.YMR139W	4932.YNL116W
4932.YER031C	4932.YHR128W
4932.YER020W	4932.YLR240W
4932.YLR240W	4932.YOL054W
4932.YBR049C	4932.YHR218W-A
4932.YCR065W	4932.YLR013W
4932.YJR022W	4932.YOR159C
4932.YIR013C	4932.YNL068C
4932.YNL102W	4932.YNL262W
4932.YMR216C	4932.YOL041C
4932.YLR167W	4932.YPL090C
4932.YGR086C	4932.YMR309C
4932.YDR064W	4932.YML025C
4932.YHL015W	4932.YIL069C
4932.YFR028C	4932.YKL198C
4932.YEL009C	4932.YOR141C
4932.YHR128W	4932.YMR004W
4932.YDL174C	4932.YIL022W
4932.YKR094C	4932.YMR236W
4932.YBL016W	4932.YKR034W
4932.YJR145C	4932.YLR009W
4932.YDR021W	4932.YGL189C
4932.YGR118W	4932.YJL189W
4932.YJL005W	4932.YOR326W
4932.YHR129C	4932.YOR116C
4932.YEL056W	4932.YGR044C
4932.YDL025C	4932.YMR001C
4932.YNR011C	4932.YPR204W
4932.YLR441C	4932.YPL249C-A
4932.YDR243C	4932.YMR240C
4932.YJL128C	4932.YKR001C
4932.YDR098C	4932.YJR064W
4932.YGL135W	4932.YMR142C
4932.YOL039W	4932.YOR293W
4932.YBR109C	4932.YDL064W
4932.YDR247W	4932.YML064C
4932.YJR145C	4932.YNL177C
4932.YBL016W	4932.YHR206W
4932.YDL204W	4932.YOR353C
4932.YBL084C	4932.YOR061W
4932.YLR419W	4932.YMR213W
4932.YCL031C	4932.YOR001W
4932.YBL038W	4932.YLR333C
4932.YHR076W	4932.YHR205W
4932.YDL048C	4932.YLR318W
4932.YCR052W	4932.YDL056W
4932.YJL190C	4932.YMR276W
4932.YAL021C	4932.YMR186W
4932.YDL229W	4932.YKR099W
4932.YDR041W	4932.YKL017C
4932.YGR148C	4932.YNL067W
4932.YBL087C	4932.YLL008W
4932.YGR052W	4932.YOR178C
4932.YBR035C	4932.YPL088W
4932.YDL056W	4932.YML088W
4932.YAL017W	4932.YGR233C
4932.YLR264W	4932.YMR230W
4932.YHR039C	4932.YJR009C
4932.YLR260W	4932.YOR101W
4932.YJL225C	4932.YPL281C
4932.YAL032C	4932.YDL084W
4932.YBR009C	4932.YPL165C
4932.YDR335W	4932.YPR080W
4932.YDL188C	4932.YKL126W
4932.YKL073W	4932.YLL026W
4932.YBR110W	4932.YIL045W
4932.YHR021C	4932.YJL189W
4932.YDL079C	4932.YGR261C
4932.YJR007W	4932.YPL237W
4932.YJL062W-A	4932.YMR186W
4932.YDR390C	4932.YJL047C
4932.YER111C	4932.YPL240C
4932.YKL170W	4932.YPR132W
4932.YKR055W	4932.YKR090W
4932.YDL084W	4932.YLL024C
4932.YER133W	4932.YGL190C
4932.YMR139W	4932.YPL256C
4932.YDL060W	4932.YOR198C
4932.YGR252W	4932.YOL021C
4932.Q0250	4932.YIL112W
4932.YDL114W	4932.YNL189W
4932.YML059C	4932.YMR036C
4932.YDR043C	4932.YKR099W
4932.YKL012W	4932.YMR213W
4932.YJR050W	4932.YKR099W
4932.YLR167W	4932.YPL131W
4932.YKL198C	4932.YNL090W
4932.YGR003W	4932.YMR276W
4932.YER074W	4932.YOR167C
4932.YHR147C	4932.YOL120C
4932.YJL005W	4932.YLR240W
4932.YDL155W	4932.YJL030W
4932.YDR092W	4932.YPR093C
4932.YGL019W	4932.YPL110C
4932.YAL019W	4932.YMR037C
4932.YHR141C	4932.YLR167W
4932.YFL029C	4932.YNL053W
4932.YIL091C	4932.YJL191W
4932.YDR096W	4932.YML064C
4932.YEL061C	4932.YGL116W
4932.YCR063W	4932.YOR353C
4932.YBR175W	4932.YIL118W
4932.YBR251W	4932.YGR085C
4932.YJR036C	4932.YJR059W
4932.YDL081C	4932.YML063W
4932.YDR172W	4932.YDR382W
4932.YDL070W	4932.YDR404C
4932.YDL056W	4932.YGR040W
4932.YGR253C	4932.YPL003W
4932.YAR007C	4932.YDR177W
4932.YKL010C	4932.YNL209W
4932.YDR264C	4932.YGR056W
4932.YAL019W	4932.YPR086W
4932.YLL067C	4932.YPL184C
4932.YBR247C	4932.YOR078W
4932.YER169W	4932.YLR321C
4932.YDR098C	4932.YGL242C
4932.YGR252W	4932.YMR288W
4932.YBR049C	4932.YLL008W
4932.YDR337W	4932.YLR388W
4932.YDR459C	4932.YKR055W
4932.YKL080W	4932.YPL234C
4932.YKL079W	4932.YPR015C
4932.YBL075C	4932.YDL202W
4932.YMR080C	4932.YNL067W
4932.YGR214W	4932.YOR167C
4932.YDR054C	4932.YDR510W
4932.YKR024C	4932.YNL061W
4932.YBL067C	4932.YDR069C
4932.YBR279W	4932.YOR007C
4932.YGL190C	4932.YKR084C
4932.YIL133C	4932.YMR142C
4932.YGL001C	4932.YJL045W
4932.YPL198W	4932.YPR045C
4932.YAL030W	4932.YOR101W
4932.YGL056C	4932.YLR450W
4932.YGL078C	4932.YMR139W
4932.YDL079C	4932.YMR037C
4932.YBL052C	4932.YNL107W
4932.YDR025W	4932.YEL050C
4932.YLR295C	4932.YPR036W
4932.YCL068C	4932.YNL192W
4932.YBR038W	4932.YDL079C
4932.YNR037C	4932.YPL090C
4932.YDL047W	4932.YML078W
4932.YNL048W	4932.YOR233W
4932.YBR058C	4932.YPL120W
4932.YGL128C	4932.YLL036C
4932.YLR367W	4932.YNL081C
4932.YDL061C	4932.YLR448W
4932.YBR125C	4932.YLR089C
4932.YDL226C	4932.YML012W
4932.YER146W	4932.YLR438C-A
4932.YKL171W	4932.YKL190W
4932.YDL056W	4932.YGR052W
4932.YBR201W	4932.YDR057W
4932.YER146W	4932.YMR125W
4932.YMR186W	4932.YPL146C
4932.YFR038W	4932.YNL262W
4932.YER020W	4932.YMR182C
4932.YNL162W	4932.YPL079W
4932.YAL017W	4932.YMR291W
4932.YKL196C	4932.YKR014C
4932.YER165W	4932.YNR052C
4932.YBR268W	4932.YIL133C
4932.YJL204C	4932.YNL304W
4932.YBR202W	4932.YGR109C
4932.YHR079C	4932.YHR084W
4932.YMR033W	4932.YNL090W
4932.YLR240W	4932.YLR375W
4932.YAR073W	4932.YLR432W
